Date,Attendance,Quarter,Place in Quarter,Temperature,Humidity,Wind Speed,Precipitation,Skyc1,Skyc2,Skyc3
2015-12-03 06:00:00,13,1,0.9012345679012346,33.98,85.24,8.0,0.00,FEW,OVC,M
2015-11-15 06:00:00,0,1,0.6790123456790124,44.06,62.30,9.1,0.00,FEW,M,M
2015-12-04 19:30:00,49,1,0.9135802469135802,35.06,92.40,8.0,0.00,FEW,M,M
2015-12-10 09:00:00,0,1,0.9876543209876543,53.06,58.77,19.4,0.00,BKN,OVC,M
2015-11-03 10:30:00,76,1,0.5308641975308642,62.96,72.42,8.0,0.00,CLR,M,M
2015-09-02 06:30:00,18,0,0,71.96,87.35,4.6,0.00,FEW,FEW,M
2015-09-01 11:30:00,32,0,0,84.92,67.65,6.8,0.00,FEW,FEW,M
2015-12-16 09:00:00,0,0,0,44.06,92.69,13.7,0.03,SCT,BKN,OVC
2015-09-24 12:30:00,81,1,0.037037037037037035,73.94,55.49,5.7,0.00,SCT,BKN,M
2015-12-03 14:30:00,75,1,0.9012345679012346,33.98,85.24,14.8,0.00,OVC,M,M
2015-09-01 13:00:00,12,0,0,87.08,59.05,10.3,0.00,SCT,SCT,M
2015-11-27 22:30:00,0,1,0.8271604938271605,35.96,81.72,13.7,0.00,BKN,OVC,M
2015-12-02 23:00:00,1,1,0.8888888888888888,30.92,81.95,9.1,0.00,FEW,M,M
2015-10-22 12:00:00,55,1,0.38271604938271603,60.98,55.52,8.0,0.00,FEW,SCT,BKN
2015-12-28 11:00:00,0,0,0,32.00,88.32,21.7,0.09,BKN,OVC,M
2015-09-20 12:00:00,76,0,0,69.08,46.99,5.7,0.00,SCT,BKN,M
2015-10-31 06:30:00,0,1,0.49382716049382713,44.96,89.56,8.0,0.00,OVC,M,M
2015-11-06 16:00:00,110,1,0.5679012345679012,48.02,67.92,10.3,0.00,OVC,M,M
2015-11-13 21:30:00,21,1,0.654320987654321,33.98,69.28,5.7,0.00,CLR,M,M
2015-09-20 10:30:00,80,0,0,66.92,56.73,M,0.00,SCT,SCT,BKN
2015-10-14 11:30:00,65,1,0.2839506172839506,55.94,46.91,5.7,0.00,CLR,M,M
2015-09-23 22:30:00,0,1,0.024691358024691357,64.94,75.51,0.0,0.00,FEW,M,M
2015-10-26 09:30:00,40,1,0.43209876543209874,53.06,66.17,4.6,0.00,FEW,M,M
2015-12-09 16:30:00,0,1,0.9753086419753086,46.94,70.74,8.0,0.00,SCT,BKN,M
2015-12-01 22:00:00,35,1,0.8765432098765432,39.02,79.05,9.1,0.00,SCT,OVC,M
2015-10-11 21:00:00,34,1,0.24691358024691357,68.00,46.83,13.7,0.00,CLR,M,M
2015-09-22 12:30:00,57,1,0.012345679012345678,75.92,41.80,5.7,0.00,FEW,SCT,M
2015-10-20 12:30:00,43,1,0.35802469135802467,64.94,41.49,6.8,0.00,FEW,SCT,OVC
2015-09-12 22:00:00,0,0,0,51.98,76.88,4.6,0.00,FEW,M,M
2015-10-15 14:00:00,72,1,0.2962962962962963,68.00,30.64,14.8,0.00,FEW,SCT,M
2015-12-18 20:00:00,0,0,0,24.98,84.67,6.8,0.00,SCT,M,M
2015-11-18 12:00:00,66,1,0.7160493827160493,59.00,59.58,28.5,0.00,FEW,SCT,BKN
2015-12-27 12:30:00,0,0,0,37.94,85.49,19.4,0.02,SCT,BKN,BKN
2015-11-09 22:30:00,20,1,0.6049382716049383,42.08,72.78,3.4,0.00,BKN,M,M
2015-11-10 16:30:00,92,1,0.6172839506172839,50.00,45.97,3.4,0.00,FEW,FEW,M
2015-11-20 13:00:00,47,1,0.7407407407407407,39.92,37.38,8.0,0.00,FEW,SCT,OVC
2015-09-16 19:30:00,41,0,0,73.04,51.18,8.0,0.00,FEW,M,M
2015-12-09 09:30:00,0,1,0.9753086419753086,44.96,82.38,9.1,0.00,FEW,M,M
2015-10-25 07:00:00,0,1,0.41975308641975306,42.98,88.85,4.6,0.00,FEW,M,M
2015-10-04 11:00:00,48,1,0.16049382716049382,53.96,86.41,13.7,0.00,OVC,M,M
2015-10-08 22:00:00,48,1,0.20987654320987653,64.04,89.78,4.6,0.00,SCT,M,M
2015-09-18 20:30:00,0,0,0,68.00,96.34,9.1,0.21,FEW,BKN,OVC
2015-12-25 12:00:00,0,0,0,42.98,59.93,6.8,0.00,FEW,BKN,M
2015-09-19 09:00:00,69,0,0,60.98,77.66,18.2,0.00,BKN,OVC,M
2015-10-04 22:30:00,0,1,0.16049382716049382,57.02,86.58,10.3,0.00,OVC,M,M
2015-11-15 08:00:00,15,1,0.6790123456790124,50.00,52.02,10.3,0.00,FEW,M,M
2015-09-09 17:00:00,86,0,0,73.94,38.26,8.0,0.00,FEW,M,M
2015-12-10 11:00:00,0,1,0.9876543209876543,57.02,50.88,26.2,0.00,BKN,OVC,M
2015-09-07 14:30:00,0,0,0,87.08,53.18,8.0,0.00,FEW,BKN,BKN
2015-12-21 12:30:00,0,0,0,50.00,92.87,10.3,0.04,SCT,OVC,M
2015-12-10 13:30:00,0,1,0.9876543209876543,57.02,52.70,20.5,0.00,FEW,FEW,BKN
2015-11-04 22:30:00,26,1,0.5432098765432098,60.98,86.79,9.1,0.00,FEW,M,M
2015-09-01 15:00:00,18,0,0,87.08,60.88,11.4,0.00,FEW,SCT,M
2015-12-11 23:30:00,0,0,0,48.92,79.86,4.6,0.00,OVC,M,M
2015-09-11 17:30:00,27,0,0,62.06,59.99,13.7,0.00,FEW,BKN,M
2015-10-22 10:00:00,40,1,0.38271604938271603,57.02,66.65,6.8,0.00,FEW,SCT,BKN
2015-10-28 17:30:00,135,1,0.4567901234567901,50.00,86.19,21.7,0.05,SCT,BKN,OVC
2015-12-14 14:00:00,0,0,0,48.02,82.59,14.8,0.00,FEW,BKN,BKN
2015-12-08 15:30:00,81,1,0.9629629629629629,44.96,82.38,8.0,0.00,FEW,BKN,OVC
2015-09-30 06:00:00,7,1,0.1111111111111111,53.96,69.08,10.3,0.00,BKN,M,M
2015-11-29 15:00:00,48,1,0.8518518518518519,39.02,75.69,9.1,0.00,FEW,FEW,BKN
2015-12-09 22:30:00,0,1,0.9753086419753086,42.08,82.17,8.0,0.00,FEW,FEW,M
2015-12-25 10:30:00,0,0,0,41.00,67.09,9.1,0.00,FEW,SCT,M
2015-11-16 08:30:00,48,1,0.691358024691358,51.98,52.32,10.3,0.00,SCT,SCT,M
2015-10-27 23:30:00,0,1,0.4444444444444444,51.08,96.07,13.7,0.00,OVC,M,M
2015-09-10 15:30:00,37,0,0,66.02,81.15,3.4,0.01,FEW,SCT,BKN
2015-10-31 20:30:00,13,1,0.49382716049382713
2015-09-06 09:30:00,14,0,0,82.04,60.25,10.3,0.00,FEW,M,M
2015-10-20 22:30:00,24,1,0.35802469135802467,57.92,86.63,5.7,0.15,OVC,M,M
2015-09-12 20:00:00,0,0,0,55.94,66.52,4.6,0.00,FEW,M,M
2015-09-30 21:30:00,96,1,0.1111111111111111,53.06,73.89,9.1,0.00,BKN,M,M
2015-10-19 18:30:00,113,1,0.345679012345679,68.00,33.12,17.1,0.00,FEW,BKN,M
2015-12-19 15:30:00,0,0,0,28.94,48.69,10.3,0.00,FEW,FEW,M
2015-11-01 09:30:00,42,1,0.5061728395061729,55.94,52.91,16.0,0.00,FEW,FEW,M
2015-12-28 09:00:00,0,0,0,30.92,85.05,27.4,0.01,OVC,M,M
2015-11-20 15:00:00,90,1,0.7407407407407407,37.94,40.39,6.8,0.00,OVC,M,M
2015-09-27 10:30:00,65,1,0.07407407407407407,66.92,84.38,6.8,0.00,SCT,BKN,OVC
2015-12-01 16:00:00,106,1,0.8765432098765432,41.00,67.09,6.8,0.00,BKN,BKN,M
2015-10-12 22:30:00,8,1,0.25925925925925924,57.02,61.81,17.1,0.00,OVC,M,M
2015-12-08 18:30:00,23,1,0.9629629629629629,44.06,88.90,10.3,0.00,FEW,BKN,BKN
2015-10-19 13:00:00,57,1,0.345679012345679,69.08,27.29,23.9,0.00,BKN,M,M
2015-12-22 07:30:00,0,0,0,37.04,92.46,8.0,0.00,OVC,M,M
2015-10-28 07:00:00,45,1,0.4567901234567901,53.96,100.00,12.5,0.00,OVC,M,M
2015-12-12 07:00:00,0,0,0,48.02,96.02,4.6,0.00,OVC,M,M
2015-10-04 13:00:00,63,1,0.16049382716049382,55.94,80.40,12.5,0.00,OVC,M,M
2015-10-24 08:30:00,31,1,0.4074074074074074,66.02,89.86,12.5,0.03,BKN,BKN,OVC
2015-10-01 15:30:00,91,1,0.12345679012345678,57.02,59.31,23.9,0.00,BKN,M,M
2015-12-26 13:30:00,0,0,0,42.08,95.92,5.7,0.00,OVC,M,M
2015-09-07 10:30:00,0,0,0,82.94,63.03,6.8,0.00,FEW,BKN,BKN
2015-10-15 11:30:00,59,1,0.2962962962962963,60.08,49.25,10.3,0.00,BKN,M,M
2015-11-15 10:00:00,48,1,0.6790123456790124,57.02,41.70,11.4,0.00,SCT,M,M
2015-12-10 16:00:00,0,1,0.9876543209876543,51.08,65.48,26.2,0.00,SCT,BKN,BKN
2015-10-03 09:30:00,67,1,0.14814814814814814,51.98,61.15,18.2,0.00,FEW,SCT,OVC
2015-09-17 22:30:00,0,0,0,73.04,78.65,10.3,0.02,FEW,BKN,M
2015-09-13 16:30:00,64,0,0,69.08,40.45,5.7,0.00,FEW,FEW,M
2015-10-08 16:00:00,83,1,0.20987654320987653,73.94,53.37,10.3,0.00,BKN,BKN,BKN
2015-12-15 07:30:00,0,0,0,39.02,79.05,9.1,0.00,OVC,M,M
2015-09-13 06:00:00,0,0,0,50.00,79.94,6.8,0.00,SCT,M,M
2015-09-30 08:00:00,53,1,0.1111111111111111,57.92,59.84,19.4,0.00,BKN,M,M
2015-11-23 16:00:00,96,1,0.7777777777777778,33.98,75.20,8.0,0.00,FEW,M,M
2015-11-04 18:00:00,103,1,0.5432098765432098,64.04,77.92,8.0,0.00,FEW,M,M
2015-12-24 10:30:00,0,0,0,37.94,72.87,14.8,0.00,FEW,BKN,BKN
2015-09-01 09:00:00,12,0,0,78.98,79.12,3.4,0.00,FEW,M,M
2015-09-27 21:30:00,0,1,0.07407407407407407,66.02,87.05,8.0,0.00,FEW,M,M
2015-09-09 19:00:00,39,0,0,69.08,48.60,5.7,0.00,FEW,M,M
2015-10-24 16:30:00,99,1,0.4074074074074074,57.02,80.49,18.2,0.00,OVC,M,M
2015-12-07 08:00:00,19,1,0.9506172839506173,32.00,100.00,0.0,0.00,VV ,M,M
2015-12-05 15:30:00,79,1,0.9259259259259259,39.92,69.96,8.0,0.00,BKN,M,M
2015-09-29 14:30:00,71,1,0.09876543209876543,60.08,83.41,18.2,0.00,SCT,OVC,M
2015-11-06 20:00:00,52,1,0.5679012345679012,44.06,76.16,4.6,0.00,FEW,SCT,M
2015-10-22 08:00:00,31,1,0.38271604938271603,53.06,73.89,5.7,0.00,FEW,SCT,BKN
2015-10-01 06:00:00,20,1,0.12345679012345678,53.96,64.03,12.5,0.00,BKN,M,M
2015-11-27 17:30:00,7,1,0.8271604938271605,35.96,78.79,13.7,0.00,OVC,M,M
2015-10-24 15:30:00,97,1,0.4074074074074074,57.92,80.55,17.1,0.00,OVC,M,M
2015-10-23 13:30:00,77,1,0.3950617283950617,59.00,62.07,11.4,0.00,FEW,OVC,M
2015-10-24 21:00:00,3,1,0.4074074074074074,51.98,68.86,11.4,0.00,OVC,M,M
2015-09-08 13:00:00,25,0,0,73.04,93.52,11.4,0.02,FEW,BKN,OVC
2015-10-11 17:00:00,60,1,0.24691358024691357,75.02,43.08,16.0,0.00,FEW,M,M
2015-12-28 23:00:00,0,0,0,39.02,95.86,13.7,0.03,OVC,M,M
2015-12-16 13:30:00,0,0,0,51.98,76.88,16.0,0.00,SCT,SCT,M
2015-11-29 13:00:00,29,1,0.8518518518518519,39.92,73.08,9.1,0.00,FEW,FEW,BKN
2015-10-11 11:30:00,40,1,0.24691358024691357,69.98,49.07,12.5,0.00,FEW,M,M
2015-12-30 13:00:00,0,0,0,28.04,74.61,13.7,0.00,OVC,M,M
2015-12-17 19:30:00,0,0,0,28.94,74.70,5.7,0.00,BKN,BKN,M
2015-12-09 23:30:00,0,1,0.9753086419753086,41.00,82.09,5.7,0.00,FEW,M,M
2015-12-10 06:00:00,0,1,0.9876543209876543,46.94,70.74,17.1,0.00,BKN,BKN,M
2015-12-05 07:00:00,0,1,0.9259259259259259,30.02,95.69,4.6,0.00,OVC,M,M
2015-11-25 15:30:00,58,1,0.8024691358024691,46.04,70.64,17.1,0.00,OVC,M,M
2015-12-25 08:00:00,0,0,0,35.96,81.72,6.8,0.00,FEW,BKN,M
2015-10-30 16:30:00,145,1,0.48148148148148145,53.06,56.34,8.0,0.00,FEW,BKN,M
2015-09-19 13:00:00,59,0,0,69.08,48.60,12.5,0.00,FEW,M,M
2015-11-13 09:30:00,48,1,0.654320987654321,39.92,59.50,25.1,0.00,SCT,M,M
2015-10-06 20:30:00,127,1,0.18518518518518517,57.02,86.58,4.6,0.00,SCT,M,M
2015-12-27 06:00:00,0,0,0,37.94,89.25,18.2,0.00,BKN,OVC,M
2015-10-18 18:30:00,48,1,0.3333333333333333,46.04,65.32,8.0,0.00,CLR,M,M
2015-09-06 07:30:00,0,0,0,75.02,73.59,4.6,0.00,BKN,M,M
2015-12-01 18:00:00,94,1,0.8765432098765432,39.92,76.32,9.1,0.00,OVC,M,M
2015-10-08 18:00:00,106,1,0.20987654320987653,71.96,59.32,9.1,0.00,SCT,BKN,BKN
2015-10-03 19:00:00,63,1,0.14814814814814814,48.92,86.13,17.1,0.00,FEW,OVC,M
2015-12-28 12:30:00,0,0,0,32.00,92.29,26.2,0.00,OVC,M,M
2015-12-12 12:00:00,0,0,0,55.04,86.47,0.0,0.00,SCT,OVC,M
2015-11-13 22:00:00,4,1,0.654320987654321,33.98,69.28,5.7,0.00,CLR,M,M
2015-12-16 10:00:00,0,0,0,44.96,92.72,16.0,0.00,BKN,OVC,M
2015-10-04 15:00:00,59,1,0.16049382716049382,55.94,80.40,13.7,0.00,OVC,M,M
2015-11-19 07:00:00,34,1,0.7283950617283951,39.92,59.50,17.1,0.00,FEW,M,M
2015-11-23 18:00:00,85,1,0.7777777777777778,32.00,78.45,6.8,0.00,CLR,M,M
2015-11-04 20:00:00,132,1,0.5432098765432098,62.96,83.60,9.1,0.00,BKN,M,M
2015-11-11 10:30:00,63,1,0.6296296296296297,59.00,59.58,14.8,0.00,SCT,SCT,M
2015-11-24 17:30:00,151,1,0.7901234567901234,37.04,75.50,11.4,0.00,FEW,M,M
2015-09-03 08:30:00,18,0,0,78.08,73.88,10.3,0.00,FEW,M,M
2015-12-22 21:30:00,0,0,0,39.02,88.66,6.8,0.00,OVC,M,M
2015-11-24 20:00:00,64,1,0.7901234567901234,35.06,78.13,10.3,0.00,FEW,M,M
2015-11-15 12:00:00,39,1,0.6790123456790124,62.96,32.55,16.0,0.00,FEW,M,M
2015-09-22 16:00:00,184,1,0.012345679012345678,78.08,35.91,0.0,0.00,BKN,M,M
2015-10-22 06:00:00,18,1,0.38271604938271603,53.96,71.49,8.0,0.00,OVC,M,M
2015-10-03 16:30:00,101,1,0.14814814814814814,48.92,92.84,14.8,0.00,SCT,BKN,OVC
2015-11-21 14:30:00,40,1,0.7530864197530864,28.94,88.82,22.8,0.03,BKN,BKN,OVC
2015-10-15 18:30:00,106,1,0.2962962962962963,59.00,26.90,21.7,0.00,FEW,M,M
2015-12-02 13:00:00,66,1,0.8888888888888888,33.08,88.37,8.0,0.00,FEW,BKN,BKN
2015-09-30 10:00:00,66,1,0.1111111111111111,60.08,53.15,19.4,0.00,BKN,M,M
2015-09-18 07:00:00,21,0,0,68.00,89.94,8.0,0.00,BKN,BKN,BKN
2015-10-27 11:30:00,49,1,0.4444444444444444,53.06,73.89,10.3,0.08,FEW,BKN,OVC
2015-09-01 11:00:00,14,0,0,84.92,67.65,6.8,0.00,FEW,FEW,M
2015-12-20 10:30:00,0,0,0,44.06,57.50,16.0,0.00,FEW,BKN,M
2015-11-08 07:30:00,0,1,0.5925925925925926,35.96,81.72,3.4,0.00,CLR,M,M
2015-12-23 06:00:00,0,0,0,48.02,100.00,11.4,0.00,OVC,M,M
2015-11-19 17:30:00,134,1,0.7283950617283951,37.94,46.09,18.2,0.00,FEW,M,M
2015-11-29 11:00:00,27,1,0.8518518518518519,39.92,69.96,6.8,0.00,FEW,FEW,BKN
2015-12-11 11:30:00,0,0,0,48.02,56.01,4.6,0.00,SCT,OVC,M
2015-09-09 22:30:00,0,0,0,62.06,83.54,0.0,0.00,FEW,M,M
2015-09-12 08:00:00,9,0,0,57.02,66.65,10.3,0.00,FEW,SCT,BKN
2015-09-05 16:30:00,28,0,0,86.00,57.12,8.0,0.00,FEW,SCT,BKN
2015-10-19 09:00:00,32,1,0.345679012345679,55.94,35.37,18.2,0.00,FEW,M,M
2015-11-10 22:00:00,47,1,0.6172839506172839,41.00,67.09,6.8,0.00,CLR,M,M
2015-10-11 19:00:00,55,1,0.24691358024691357,69.98,45.57,13.7,0.00,CLR,M,M
2015-12-16 16:00:00,0,0,0,42.98,64.93,18.2,0.00,FEW,M,M
2015-09-08 11:00:00,23,0,0,80.06,71.39,11.4,0.00,FEW,BKN,BKN
2015-12-29 06:00:00,0,0,0,33.08,95.75,11.4,0.00,OVC,M,M
2015-11-17 06:30:00,33,1,0.7037037037037037,50.00,89.17,16.0,0.00,FEW,SCT,OVC
2015-11-24 12:00:00,51,1,0.7901234567901234,39.92,69.96,9.1,0.00,FEW,SCT,M
2015-12-21 23:30:00,0,0,0,41.00,100.00,3.4,0.00,OVC,M,M
2015-12-07 09:30:00,40,1,0.9506172839506173,33.08,100.00,0.0,0.00,VV ,M,M
2015-09-06 21:30:00,0,0,0,80.96,62.40,9.1,0.00,FEW,M,M
2015-12-08 19:00:00,0,1,0.9629629629629629,42.98,88.85,6.8,0.00,FEW,SCT,BKN
2015-09-23 14:00:00,82,1,0.024691358024691357,78.08,34.72,10.3,0.00,SCT,M,M
2015-10-17 06:30:00,0,1,0.32098765432098764,33.98,60.93,11.4,0.00,FEW,M,M
2015-10-29 23:30:00,0,1,0.4691358024691358,42.98,76.06,6.8,0.00,FEW,M,M
2015-09-19 19:00:00,0,0,0,60.08,66.56,0.0,0.00,FEW,M,M
2015-11-28 09:00:00,16,1,0.8395061728395061,35.96,72.66,13.7,0.00,SCT,BKN,OVC
2015-11-13 20:00:00,63,1,0.654320987654321,35.96,64.03,5.7,0.00,CLR,M,M
2015-09-10 19:30:00,38,0,0,62.96,90.31,6.8,0.00,SCT,SCT,M
2015-10-18 07:00:00,0,1,0.3333333333333333,35.96,72.66,4.6,0.00,FEW,M,M
2015-11-15 14:00:00,44,1,0.6790123456790124,62.96,32.55,12.5,0.00,CLR,M,M
2015-09-24 16:30:00,147,1,0.037037037037037035,71.96,61.28,10.3,0.00,FEW,OVC,M
2015-12-15 10:00:00,0,0,0,41.00,73.19,3.4,0.00,OVC,M,M
2015-09-24 22:00:00,0,1,0.037037037037037035,62.96,90.31,4.6,0.00,FEW,BKN,M
2015-10-08 12:00:00,60,1,0.20987654320987653,73.94,51.65,11.4,0.00,FEW,FEW,SCT
2015-09-04 10:30:00,16,0,0,75.92,71.42,3.4,0.00,FEW,FEW,M
2015-11-14 11:30:00,61,1,0.6666666666666666,50.00,39.07,17.1,0.00,SCT,M,M
2015-12-21 21:00:00,0,0,0,41.00,95.90,5.7,0.00,OVC,M,M
2015-09-27 13:30:00,68,1,0.07407407407407407,71.06,75.57,8.0,0.00,FEW,OVC,M
2015-11-24 07:30:00,46,1,0.7901234567901234,28.94,88.82,0.0,0.00,FEW,BKN,BKN
2015-12-02 15:00:00,78,1,0.8888888888888888,33.98,81.57,10.3,0.00,FEW,SCT,BKN
2015-12-29 17:30:00,0,0,0,30.02,81.27,9.1,0.00,OVC,M,M
2015-10-24 07:30:00,22,1,0.4074074074074074,66.02,87.05,14.8,0.00,BKN,OVC,M
2015-10-25 06:00:00,0,1,0.41975308641975306,41.00,88.76,3.4,0.00,FEW,M,M
2015-11-12 13:30:00,61,1,0.6419753086419753,46.04,76.35,18.2,0.00,OVC,M,M
2015-11-08 13:30:00,69,1,0.5925925925925926,51.98,39.40,6.8,0.00,FEW,M,M
2015-09-20 22:30:00,0,0,0,62.06,72.33,8.0,0.00,FEW,M,M
2015-09-30 12:00:00,79,1,0.1111111111111111,60.08,49.25,18.2,0.00,SCT,M,M
2015-11-04 22:00:00,60,1,0.5432098765432098,60.98,86.79,9.1,0.00,FEW,M,M
2015-10-26 21:30:00,144,1,0.43209876543209874,53.06,71.40,8.0,0.00,SCT,OVC,M
2015-10-03 06:30:00,0,1,0.14814814814814814,50.00,63.08,16.0,0.00,FEW,BKN,OVC
2015-10-26 19:00:00,126,1,0.43209876543209874,51.98,76.88,9.1,0.00,OVC,M,M
2015-09-22 18:00:00,151,1,0.012345679012345678,73.04,46.04,8.0,0.00,FEW,SCT,M
2015-10-23 18:00:00,83,1,0.3950617283950617,55.94,90.03,9.1,0.26,BKN,OVC,M
2015-11-27 15:30:00,39,1,0.8271604938271605,35.06,88.47,18.2,0.00,OVC,M,M
2015-12-03 23:00:00,2,1,0.9012345679012346,33.98,88.42,14.8,0.00,OVC,M,M
2015-09-08 09:00:00,14,0,0,77.00,81.92,11.4,0.00,SCT,BKN,OVC
2015-12-11 15:00:00,0,0,0,46.94,65.43,5.7,0.00,FEW,SCT,BKN
2015-11-08 21:30:00,16,1,0.5925925925925926,39.92,59.50,5.7,0.00,CLR,M,M
2015-09-12 14:00:00,13,0,0,62.06,44.02,14.8,0.00,SCT,SCT,M
2015-12-16 22:00:00,0,0,0,35.06,72.03,18.2,0.00,OVC,M,M
2015-10-15 06:00:00,25,1,0.2962962962962963,46.94,68.28,5.7,0.00,FEW,M,M
2015-09-13 23:30:00,0,0,0,57.02,66.65,4.6,0.00,CLR,M,M
2015-12-23 09:30:00,0,0,0,53.06,100.00,16.0,0.01,OVC,M,M
2015-10-24 17:00:00,103,1,0.4074074074074074,55.04,83.08,17.1,0.00,OVC,M,M
2015-12-12 16:30:00,0,0,0,50.00,86.19,5.7,0.00,OVC,M,M
2015-10-02 18:00:00,89,1,0.13580246913580246,57.92,53.20,20.5,0.00,FEW,SCT,BKN
2015-11-20 21:00:00,31,1,0.7407407407407407,32.00,95.73,5.7,0.09,FEW,OVC,M
2015-10-09 10:30:00,40,1,0.2222222222222222,57.02,68.95,13.7,0.00,BKN,BKN,OVC
2015-10-21 08:30:00,34,1,0.37037037037037035,60.08,74.56,12.5,0.00,SCT,BKN,BKN
2015-11-20 15:30:00,129,1,0.7407407407407407,37.94,40.39,6.8,0.00,OVC,M,M
2015-11-24 14:30:00,61,1,0.7901234567901234,39.92,69.96,11.4,0.00,FEW,SCT,M
2015-11-05 18:30:00,116,1,0.5555555555555556,66.02,78.08,21.7,0.00,OVC,M,M
2015-09-06 17:00:00,18,0,0,89.96,42.31,16.0,0.00,FEW,M,M
2015-09-19 17:00:00,133,0,0,69.08,38.81,10.3,0.00,FEW,M,M
2015-09-23 12:00:00,70,1,0.024691358024691357,78.98,36.29,0.0,0.00,SCT,M,M
2015-09-09 15:30:00,31,0,0,75.92,37.30,6.8,0.00,FEW,SCT,M
2015-11-13 18:00:00,74,1,0.654320987654321,37.94,57.04,5.7,0.00,CLR,M,M
2015-12-18 13:30:00,0,0,0,28.04,65.47,13.7,0.00,FEW,SCT,M
2015-12-22 07:00:00,0,0,0,37.04,92.46,8.0,0.00,OVC,M,M
2015-12-27 15:30:00,0,0,0,35.96,75.39,18.2,0.00,BKN,OVC,M
2015-11-18 13:30:00,53,1,0.7160493827160493,57.02,61.81,34.2,0.00,SCT,BKN,OVC
2015-10-10 07:30:00,2,1,0.2345679012345679,42.98,92.65,0.0,0.00,FEW,FEW,M
2015-11-28 11:00:00,38,1,0.8395061728395061,37.94,64.29,12.5,0.00,SCT,SCT,BKN
2015-12-06 19:30:00,35,1,0.9382716049382716,37.04,81.80,3.4,0.00,FEW,SCT,M
2015-11-06 22:00:00,6,1,0.5679012345679012,42.08,78.74,4.6,0.00,BKN,M,M
2015-09-15 22:00:00,0,0,0,64.94,60.77,9.1,0.00,CLR,M,M
2015-09-24 20:00:00,0,1,0.037037037037037035,64.04,86.95,5.7,0.00,SCT,M,M
2015-12-09 12:30:00,0,1,0.9753086419753086,50.00,68.15,9.1,0.00,FEW,M,M
2015-09-11 11:00:00,27,0,0,64.04,77.92,17.1,0.00,BKN,BKN,OVC
2015-11-17 16:30:00,90,1,0.7037037037037037,57.92,90.11,17.1,0.01,OVC,M,M
2015-12-08 17:00:00,144,1,0.9629629629629629,44.06,85.25,10.3,0.00,OVC,M,M
2015-10-08 14:00:00,100,1,0.20987654320987653,75.02,51.47,14.8,0.00,FEW,BKN,BKN
2015-12-14 12:30:00,0,0,0,48.02,89.08,21.7,0.02,SCT,SCT,OVC
2015-11-23 22:00:00,57,1,0.7777777777777778,28.94,84.93,4.6,0.00,FEW,M,M
2015-10-29 14:30:00,85,1,0.4691358024691358,44.96,73.59,16.0,0.00,OVC,M,M
2015-12-02 09:00:00,45,1,0.8888888888888888,32.00,88.32,4.6,0.01,FEW,SCT,OVC
2015-09-30 14:00:00,71,1,0.1111111111111111,60.08,49.25,21.7,0.00,FEW,M,M
2015-10-25 12:00:00,36,1,0.41975308641975306,59.00,38.83,0.0,0.00,FEW,FEW,M
2015-09-08 15:00:00,53,0,0,73.04,96.42,9.1,0.02,FEW,SCT,BKN
2015-09-30 08:30:00,44,1,0.1111111111111111,57.92,59.84,19.4,0.00,BKN,M,M
2015-09-25 20:30:00,28,1,0.04938271604938271,64.94,87.00,9.1,0.00,SCT,M,M
2015-10-12 11:30:00,67,1,0.25925925925925924,68.00,50.44,10.3,0.00,BKN,OVC,M
2015-11-09 19:00:00,131,1,0.6049382716049383,46.04,62.56,0.0,0.00,BKN,M,M
2015-09-01 07:00:00,21,0,0,73.04,93.52,3.4,0.00,FEW,M,M
2015-09-22 20:00:00,210,1,0.012345679012345678,66.02,62.96,3.4,0.00,FEW,M,M
2015-12-31 18:30:00,0,0,0,23.00,74.09,13.7,0.00,FEW,FEW,M
2015-12-24 18:00:00,0,0,0,39.92,79.12,5.7,0.00,BKN,OVC,M
2015-11-12 20:30:00,113,1,0.6419753086419753,42.98,57.35,21.7,0.00,OVC,M,M
2015-12-11 13:00:00,0,0,0,50.00,56.30,3.4,0.00,FEW,BKN,OVC
2015-12-01 14:30:00,100,1,0.8765432098765432,42.08,62.04,14.8,0.00,BKN,M,M
2015-10-24 19:00:00,83,1,0.4074074074074074,53.06,73.89,13.7,0.00,FEW,BKN,OVC
2015-11-29 23:00:00,0,1,0.8518518518518519,39.92,64.54,10.3,0.00,OVC,M,M
2015-11-13 07:30:00,33,1,0.654320987654321,37.04,69.63,18.2,0.00,FEW,FEW,M
2015-10-24 21:30:00,0,1,0.4074074074074074,51.98,68.86,11.4,0.00,OVC,M,M
2015-09-26 17:30:00,34,1,0.06172839506172839,71.06,68.25,11.4,0.00,FEW,M,M
2015-10-13 17:30:00,171,1,0.2716049382716049,60.98,53.65,3.4,0.00,FEW,BKN,M
2015-10-01 19:30:00,110,1,0.12345679012345678,55.04,63.72,13.7,0.00,SCT,M,M
2015-11-29 22:30:00,0,1,0.8518518518518519,39.92,59.50,10.3,0.00,OVC,M,M
2015-09-08 23:00:00,0,0,0,69.08,89.98,6.8,0.00,OVC,M,M
2015-10-26 07:30:00,27,1,0.43209876543209874,41.00,88.76,0.0,0.00,FEW,M,M
2015-09-25 06:00:00,9,1,0.04938271604938271,60.98,93.19,5.7,0.00,BKN,BKN,M
2015-12-05 17:30:00,84,1,0.9259259259259259,35.96,85.37,11.4,0.00,BKN,M,M
