station,valid, tmpf ,  relh ,  skyc1 ,  skyc2 ,  skyc3
ORD,2015-12-31 23:44,24.08,70.81,BKN,M,M
ORD,2015-12-31 23:51,24.08,70.81,BKN,M,M
ORD,2016-01-01 00:10,23.00,74.09,BKN,M,M
ORD,2016-01-01 00:23,23.00,71.24,SCT,M,M
ORD,2016-01-01 00:51,21.92,74.56,FEW,FEW,SCT
ORD,2016-01-01 01:51,19.94,73.77,FEW,SCT,M
ORD,2016-01-01 02:51,19.04,73.67,FEW,M,M
ORD,2016-01-01 03:37,19.04,73.67,BKN,M,M
ORD,2016-01-01 03:51,19.04,73.67,OVC,M,M
ORD,2016-01-01 04:51,19.04,76.66,OVC,M,M
ORD,2016-01-01 05:51,19.94,77.35,OVC,M,M
ORD,2016-01-01 06:51,21.92,74.56,OVC,M,M
ORD,2016-01-01 07:51,23.00,74.09,OVC,M,M
ORD,2016-01-01 08:51,24.08,74.20,OVC,M,M
ORD,2016-01-01 09:51,24.08,77.14,OVC,M,M
ORD,2016-01-01 10:51,24.98,74.29,OVC,M,M
ORD,2016-01-01 11:51,26.06,74.41,OVC,M,M
ORD,2016-01-01 12:51,26.06,74.41,BKN,M,M
ORD,2016-01-01 13:51,26.06,77.32,BKN,BKN,M
ORD,2016-01-01 14:01,26.06,77.32,SCT,BKN,BKN
ORD,2016-01-01 14:51,26.96,74.50,FEW,FEW,SCT
ORD,2016-01-01 15:51,28.04,74.61,FEW,SCT,BKN
ORD,2016-01-01 16:51,28.94,74.70,SCT,OVC,M
ORD,2016-01-01 17:51,30.02,71.48,BKN,OVC,M
ORD,2016-01-01 18:51,30.02,68.81,BKN,BKN,M
ORD,2016-01-01 19:51,30.02,68.81,FEW,FEW,M
ORD,2016-01-01 20:51,28.94,71.91,CLR,M,M
ORD,2016-01-01 21:51,28.04,74.61,CLR,M,M
ORD,2016-01-01 22:51,28.94,66.09,CLR,M,M
ORD,2016-01-01 23:51,26.96,71.69,CLR,M,M
ORD,2016-01-02 00:51,26.06,71.04,CLR,M,M
ORD,2016-01-02 01:51,24.98,77.82,BKN,M,M
ORD,2016-01-02 02:02,26.06,71.04,OVC,M,M
ORD,2016-01-02 02:51,24.98,74.29,OVC,M,M
ORD,2016-01-02 03:51,24.98,77.82,OVC,M,M
ORD,2016-01-02 04:51,24.08,74.20,BKN,M,M
ORD,2016-01-02 05:03,24.08,74.20,SCT,M,M
ORD,2016-01-02 05:51,23.00,77.64,FEW,M,M
ORD,2016-01-02 06:51,21.02,80.55,FEW,M,M
ORD,2016-01-02 07:51,19.94,84.33,FEW,M,M
ORD,2016-01-02 08:51,21.92,81.25,FEW,M,M
ORD,2016-01-02 09:51,24.08,77.14,CLR,M,M
ORD,2016-01-02 10:51,26.96,71.69,CLR,M,M
ORD,2016-01-02 11:51,28.04,68.57,CLR,M,M
ORD,2016-01-02 12:51,30.02,68.81,CLR,M,M
ORD,2016-01-02 13:51,30.92,63.36,CLR,M,M
ORD,2016-01-02 14:51,32.00,65.97,CLR,M,M
ORD,2016-01-02 15:51,32.00,69.04,CLR,M,M
ORD,2016-01-02 16:51,30.92,72.12,CLR,M,M
ORD,2016-01-02 17:51,30.02,74.81,CLR,M,M
ORD,2016-01-02 18:51,30.02,71.48,CLR,M,M
ORD,2016-01-02 19:51,30.02,71.48,CLR,M,M
ORD,2016-01-02 20:51,28.94,71.91,CLR,M,M
ORD,2016-01-02 21:51,26.96,74.50,CLR,M,M
ORD,2016-01-02 22:51,26.06,74.41,CLR,M,M
ORD,2016-01-02 23:51,24.98,74.29,CLR,M,M
ORD,2016-01-03 00:51,24.08,77.14,CLR,M,M
ORD,2016-01-03 01:51,24.08,74.20,CLR,M,M
ORD,2016-01-03 02:51,23.00,77.64,CLR,M,M
ORD,2016-01-03 03:51,23.00,77.64,CLR,M,M
ORD,2016-01-03 04:51,23.00,74.09,CLR,M,M
ORD,2016-01-03 05:37,23.00,77.64,BKN,M,M
ORD,2016-01-03 05:51,23.00,77.64,BKN,M,M
ORD,2016-01-03 06:51,24.98,74.29,OVC,M,M
ORD,2016-01-03 07:51,26.06,74.41,OVC,M,M
ORD,2016-01-03 08:51,26.96,74.50,OVC,M,M
ORD,2016-01-03 09:51,28.94,71.91,OVC,M,M
ORD,2016-01-03 10:51,28.94,71.91,OVC,M,M
ORD,2016-01-03 11:51,28.94,68.68,OVC,M,M
ORD,2016-01-03 12:25,28.94,68.68,OVC,M,M
ORD,2016-01-03 12:51,28.94,66.09,OVC,M,M
ORD,2016-01-03 13:51,28.04,68.57,OVC,M,M
ORD,2016-01-03 14:51,28.94,66.09,OVC,M,M
ORD,2016-01-03 15:51,28.04,71.26,OVC,M,M
ORD,2016-01-03 16:51,28.04,71.26,OVC,M,M
ORD,2016-01-03 17:12,28.04,71.26,OVC,M,M
ORD,2016-01-03 17:51,28.04,71.26,BKN,OVC,M
ORD,2016-01-03 18:51,26.96,71.69,FEW,BKN,OVC
ORD,2016-01-03 19:15,26.96,68.44,BKN,OVC,M
ORD,2016-01-03 19:51,26.96,68.44,SCT,OVC,M
ORD,2016-01-03 20:51,26.96,68.44,OVC,M,M
ORD,2016-01-03 21:51,26.96,71.69,OVC,M,M
ORD,2016-01-03 22:51,26.96,71.69,OVC,M,M
ORD,2016-01-03 23:51,26.06,71.04,OVC,M,M
ORD,2016-01-04 00:51,24.08,74.20,SCT,M,M
ORD,2016-01-04 01:51,24.08,70.81,SCT,M,M
ORD,2016-01-04 02:51,24.08,74.20,SCT,M,M
ORD,2016-01-04 03:51,24.08,74.20,BKN,M,M
ORD,2016-01-04 04:51,26.06,71.04,BKN,M,M
ORD,2016-01-04 05:51,26.06,71.04,BKN,M,M
ORD,2016-01-04 06:51,24.98,74.29,FEW,FEW,M
ORD,2016-01-04 07:51,24.98,74.29,FEW,FEW,M
ORD,2016-01-04 08:51,26.06,71.04,FEW,SCT,M
ORD,2016-01-04 09:51,26.06,74.41,SCT,BKN,BKN
ORD,2016-01-04 10:51,28.04,74.61,FEW,BKN,OVC
ORD,2016-01-04 11:51,28.04,81.11,OVC,M,M
ORD,2016-01-04 12:08,28.04,84.87,FEW,SCT,OVC
ORD,2016-01-04 12:22,28.04,84.87,FEW,BKN,OVC
ORD,2016-01-04 12:51,30.02,71.48,FEW,BKN,BKN
ORD,2016-01-04 13:33,30.92,60.97,SCT,BKN,BKN
ORD,2016-01-04 13:51,30.92,60.97,SCT,OVC,M
ORD,2016-01-04 14:51,30.92,55.99,BKN,M,M
ORD,2016-01-04 15:51,30.02,58.08,BKN,M,M
ORD,2016-01-04 16:51,28.94,63.10,OVC,M,M
ORD,2016-01-04 17:51,28.94,57.92,OVC,M,M
ORD,2016-01-04 18:51,28.94,63.10,OVC,M,M
ORD,2016-01-04 19:51,28.04,62.97,OVC,M,M
ORD,2016-01-04 20:51,28.04,65.47,OVC,M,M
ORD,2016-01-04 21:51,28.04,65.47,BKN,M,M
ORD,2016-01-04 22:51,26.96,62.83,BKN,M,M
ORD,2016-01-04 23:51,24.08,70.81,FEW,M,M
ORD,2016-01-05 00:51,21.92,74.56,FEW,M,M
ORD,2016-01-05 01:51,21.02,73.88,FEW,M,M
ORD,2016-01-05 02:51,19.94,73.77,CLR,M,M
ORD,2016-01-05 03:51,17.96,77.17,CLR,M,M
ORD,2016-01-05 04:51,17.96,80.29,CLR,M,M
ORD,2016-01-05 05:51,17.96,80.29,CLR,M,M
ORD,2016-01-05 06:51,17.06,83.47,FEW,FEW,M
ORD,2016-01-05 07:51,19.04,84.27,SCT,M,M
ORD,2016-01-05 08:51,21.92,81.25,SCT,M,M
ORD,2016-01-05 09:51,24.98,77.82,SCT,M,M
ORD,2016-01-05 10:51,28.04,74.61,FEW,SCT,M
ORD,2016-01-05 11:51,30.02,68.81,FEW,SCT,M
ORD,2016-01-05 12:51,33.08,55.89,FEW,SCT,M
ORD,2016-01-05 13:51,33.08,58.08,SCT,BKN,M
ORD,2016-01-05 14:51,32.00,63.51,SCT,BKN,M
ORD,2016-01-05 15:51,32.00,65.97,SCT,BKN,M
ORD,2016-01-05 16:51,30.92,68.92,FEW,BKN,M
ORD,2016-01-05 17:51,28.94,74.70,FEW,BKN,M
ORD,2016-01-05 18:51,28.04,77.50,SCT,M,M
ORD,2016-01-05 19:51,28.04,77.50,FEW,SCT,M
ORD,2016-01-05 20:51,26.96,78.00,FEW,FEW,M
ORD,2016-01-05 21:51,28.04,74.61,SCT,M,M
ORD,2016-01-05 22:51,28.04,71.26,SCT,M,M
ORD,2016-01-05 23:51,24.98,77.82,FEW,M,M
ORD,2016-01-06 00:51,26.06,77.32,BKN,M,M
ORD,2016-01-06 01:51,24.98,80.87,BKN,M,M
ORD,2016-01-06 02:51,24.98,77.82,BKN,M,M
ORD,2016-01-06 03:51,26.06,74.41,BKN,M,M
ORD,2016-01-06 04:51,24.98,77.82,SCT,M,M
ORD,2016-01-06 05:51,21.02,84.41,BKN,M,M
ORD,2016-01-06 06:51,21.02,84.41,BKN,M,M
ORD,2016-01-06 07:51,21.92,84.47,FEW,BKN,M
ORD,2016-01-06 08:51,26.06,77.32,BKN,M,M
ORD,2016-01-06 09:51,30.02,68.81,BKN,M,M
ORD,2016-01-06 10:51,32.00,63.51,FEW,BKN,M
ORD,2016-01-06 11:51,33.08,63.17,SCT,BKN,M
ORD,2016-01-06 12:51,33.98,60.93,SCT,OVC,M
ORD,2016-01-06 13:51,35.06,58.37,BKN,OVC,M
ORD,2016-01-06 14:51,35.96,61.67,BKN,OVC,M
ORD,2016-01-06 15:51,35.06,69.40,FEW,BKN,OVC
ORD,2016-01-06 16:51,33.98,75.20,BKN,BKN,OVC
ORD,2016-01-06 17:51,35.06,75.31,SCT,BKN,OVC
ORD,2016-01-06 18:51,35.06,75.31,SCT,BKN,OVC
ORD,2016-01-06 19:51,35.06,72.03,OVC,M,M
ORD,2016-01-06 20:51,35.06,72.03,OVC,M,M
ORD,2016-01-06 21:51,35.96,66.97,OVC,M,M
ORD,2016-01-06 22:51,35.96,66.97,OVC,M,M
ORD,2016-01-06 23:51,35.96,64.03,OVC,M,M
ORD,2016-01-07 00:51,35.96,64.03,OVC,M,M
ORD,2016-01-07 01:51,35.06,66.36,BKN,OVC,M
ORD,2016-01-07 02:51,33.98,72.45,BKN,OVC,M
ORD,2016-01-07 03:51,33.98,72.45,OVC,M,M
ORD,2016-01-07 04:51,33.98,72.45,FEW,BKN,OVC
ORD,2016-01-07 05:51,33.98,72.45,BKN,OVC,M
ORD,2016-01-07 06:51,33.98,72.45,OVC,M,M
ORD,2016-01-07 07:51,33.98,72.45,OVC,M,M
ORD,2016-01-07 08:51,35.06,69.40,OVC,M,M
ORD,2016-01-07 09:51,35.96,66.97,BKN,OVC,M
ORD,2016-01-07 10:51,37.04,64.17,OVC,M,M
ORD,2016-01-07 11:51,37.94,61.94,OVC,M,M
ORD,2016-01-07 12:51,37.94,64.29,OVC,M,M
ORD,2016-01-07 13:51,39.02,61.63,OVC,M,M
ORD,2016-01-07 14:51,39.02,61.63,OVC,M,M
ORD,2016-01-07 15:51,39.02,64.43,BKN,OVC,M
ORD,2016-01-07 16:51,39.02,64.43,OVC,M,M
ORD,2016-01-07 17:51,41.00,59.65,OVC,M,M
ORD,2016-01-07 18:51,39.92,62.21,BKN,BKN,OVC
ORD,2016-01-07 19:51,39.02,66.85,BKN,OVC,M
ORD,2016-01-07 20:51,39.02,66.85,OVC,M,M
ORD,2016-01-07 21:51,37.94,72.87,OVC,M,M
ORD,2016-01-07 22:51,37.94,72.87,BKN,OVC,M
ORD,2016-01-07 23:51,37.04,75.50,SCT,OVC,M
ORD,2016-01-08 00:51,37.04,75.50,OVC,M,M
ORD,2016-01-08 01:51,35.96,81.72,BKN,BKN,OVC
ORD,2016-01-08 02:51,37.04,85.43,SCT,OVC,M
ORD,2016-01-08 03:51,37.04,85.43,FEW,OVC,M
ORD,2016-01-08 04:09,37.94,85.49,BKN,OVC,M
ORD,2016-01-08 04:36,37.04,88.57,SCT,OVC,M
ORD,2016-01-08 04:51,37.04,88.57,SCT,OVC,M
ORD,2016-01-08 05:08,37.94,85.49,BKN,OVC,M
ORD,2016-01-08 05:51,37.04,88.57,SCT,BKN,OVC
ORD,2016-01-08 06:01,37.94,89.25,BKN,BKN,OVC
ORD,2016-01-08 06:42,37.94,89.25,OVC,M,M
ORD,2016-01-08 06:51,37.94,92.49,OVC,M,M
ORD,2016-01-08 07:16,37.94,92.49,BKN,OVC,M
ORD,2016-01-08 07:36,37.94,92.49,BKN,OVC,M
ORD,2016-01-08 07:46,37.40,93.14,BKN,OVC,M
ORD,2016-01-08 07:51,37.94,96.52,BKN,OVC,M
ORD,2016-01-08 08:51,37.94,96.52,BKN,OVC,M
ORD,2016-01-08 09:07,37.94,96.52,SCT,BKN,OVC
ORD,2016-01-08 09:20,39.20,93.19,FEW,SCT,OVC
ORD,2016-01-08 09:51,39.02,95.86,SCT,BKN,OVC
ORD,2016-01-08 09:55,39.02,95.86,FEW,BKN,OVC
ORD,2016-01-08 10:35,39.02,95.86,BKN,OVC,M
ORD,2016-01-08 10:51,39.92,96.55,OVC,M,M
ORD,2016-01-08 11:51,39.92,96.55,OVC,M,M
ORD,2016-01-08 12:12,39.92,100.00,OVC,M,M
ORD,2016-01-08 12:22,39.92,100.00,OVC,M,M
ORD,2016-01-08 12:51,41.00,95.90,OVC,M,M
ORD,2016-01-08 13:32,41.00,100.00,OVC,M,M
ORD,2016-01-08 13:48,41.00,93.24,OVC,M,M
ORD,2016-01-08 13:51,41.00,95.90,OVC,M,M
ORD,2016-01-08 14:00,41.00,93.24,OVC,M,M
ORD,2016-01-08 14:17,39.92,100.00,OVC,M,M
ORD,2016-01-08 14:51,39.92,100.00,OVC,M,M
ORD,2016-01-08 15:25,39.92,100.00,OVC,M,M
ORD,2016-01-08 15:51,39.92,100.00,OVC,M,M
ORD,2016-01-08 16:18,39.20,100.00,OVC,M,M
ORD,2016-01-08 16:45,39.20,100.00,OVC,M,M
ORD,2016-01-08 16:51,39.92,100.00,VV ,M,M
ORD,2016-01-08 17:15,39.92,100.00,VV ,M,M
ORD,2016-01-08 17:39,39.92,100.00,FEW,OVC,M
ORD,2016-01-08 17:47,39.20,100.00,SCT,OVC,M
ORD,2016-01-08 17:51,39.92,100.00,OVC,M,M
ORD,2016-01-08 18:06,41.00,100.00,OVC,M,M
ORD,2016-01-08 18:38,41.00,100.00,OVC,M,M
ORD,2016-01-08 18:51,41.00,100.00,OVC,M,M
ORD,2016-01-08 19:17,41.00,100.00,OVC,M,M
ORD,2016-01-08 19:51,42.08,95.92,OVC,M,M
ORD,2016-01-08 20:29,41.00,95.90,OVC,M,M
ORD,2016-01-08 20:51,39.92,100.00,OVC,M,M
ORD,2016-01-08 21:10,39.92,100.00,SCT,OVC,M
ORD,2016-01-08 21:28,39.92,100.00,OVC,M,M
ORD,2016-01-08 21:51,39.92,100.00,OVC,M,M
ORD,2016-01-08 22:51,39.92,100.00,FEW,OVC,M
ORD,2016-01-08 23:22,39.20,100.00,FEW,SCT,OVC
ORD,2016-01-08 23:51,39.92,100.00,SCT,BKN,OVC
ORD,2016-01-09 00:26,39.92,100.00,OVC,M,M
ORD,2016-01-09 00:51,39.92,100.00,VV ,M,M
ORD,2016-01-09 01:51,39.02,100.00,OVC,M,M
ORD,2016-01-09 02:38,37.94,100.00,OVC,M,M
ORD,2016-01-09 02:51,37.94,100.00,OVC,M,M
ORD,2016-01-09 03:09,37.94,100.00,OVC,M,M
ORD,2016-01-09 03:51,37.04,100.00,OVC,M,M
ORD,2016-01-09 04:08,37.04,100.00,OVC,M,M
ORD,2016-01-09 04:51,35.96,100.00,OVC,M,M
ORD,2016-01-09 05:34,35.96,100.00,OVC,M,M
ORD,2016-01-09 05:51,35.96,100.00,OVC,M,M
ORD,2016-01-09 06:51,35.96,96.49,OVC,M,M
ORD,2016-01-09 07:10,35.60,100.00,OVC,M,M
ORD,2016-01-09 07:31,35.06,100.00,OVC,M,M
ORD,2016-01-09 07:51,35.06,100.00,OVC,M,M
ORD,2016-01-09 08:51,35.06,100.00,OVC,M,M
ORD,2016-01-09 09:36,35.06,100.00,OVC,M,M
ORD,2016-01-09 09:44,35.96,96.49,OVC,M,M
ORD,2016-01-09 09:51,35.96,96.49,OVC,M,M
ORD,2016-01-09 10:51,35.96,92.43,OVC,M,M
ORD,2016-01-09 11:12,35.96,92.43,OVC,M,M
ORD,2016-01-09 11:51,35.96,92.43,OVC,M,M
ORD,2016-01-09 12:51,35.96,89.16,OVC,M,M
ORD,2016-01-09 13:09,35.96,89.16,OVC,M,M
ORD,2016-01-09 13:25,35.06,92.40,OVC,M,M
ORD,2016-01-09 13:33,35.06,92.40,OVC,M,M
ORD,2016-01-09 13:51,35.06,92.40,OVC,M,M
ORD,2016-01-09 14:24,33.80,93.03,OVC,M,M
ORD,2016-01-09 14:37,33.08,95.75,OVC,M,M
ORD,2016-01-09 14:51,32.00,100.00,OVC,M,M
ORD,2016-01-09 15:51,32.00,100.00,VV ,M,M
ORD,2016-01-09 16:51,32.00,100.00,VV ,M,M
ORD,2016-01-09 17:17,32.00,95.73,VV ,M,M
ORD,2016-01-09 17:25,32.00,95.73,OVC,M,M
ORD,2016-01-09 17:31,32.00,100.00,OVC,M,M
ORD,2016-01-09 17:51,33.08,95.75,BKN,OVC,M
ORD,2016-01-09 18:34,33.08,91.66,BKN,OVC,M
ORD,2016-01-09 18:42,32.00,95.73,BKN,OVC,M
ORD,2016-01-09 18:48,32.00,92.97,BKN,OVC,M
ORD,2016-01-09 18:51,32.00,95.73,BKN,OVC,M
ORD,2016-01-09 19:24,32.00,92.29,BKN,OVC,M
ORD,2016-01-09 19:46,32.00,92.97,BKN,BKN,OVC
ORD,2016-01-09 19:51,32.00,92.29,BKN,BKN,OVC
ORD,2016-01-09 20:36,30.92,92.26,OVC,M,M
ORD,2016-01-09 20:51,30.02,92.23,OVC,M,M
ORD,2016-01-09 21:24,28.94,92.19,BKN,BKN,OVC
ORD,2016-01-09 21:51,28.04,88.12,BKN,BKN,OVC
ORD,2016-01-09 22:51,26.06,88.01,BKN,OVC,M
ORD,2016-01-09 23:51,23.00,84.54,BKN,OVC,M
ORD,2016-01-10 00:27,21.92,88.47,BKN,BKN,OVC
ORD,2016-01-10 00:51,21.92,84.47,BKN,BKN,OVC
ORD,2016-01-10 01:51,21.02,84.41,OVC,M,M
ORD,2016-01-10 02:51,19.94,84.33,OVC,M,M
ORD,2016-01-10 03:51,19.04,80.38,OVC,M,M
ORD,2016-01-10 04:51,17.96,80.29,OVC,M,M
ORD,2016-01-10 05:31,17.06,80.22,SCT,OVC,M
ORD,2016-01-10 05:51,15.98,80.13,SCT,OVC,M
ORD,2016-01-10 06:51,14.00,79.96,FEW,OVC,M
ORD,2016-01-10 07:51,12.02,76.59,SCT,BKN,M
ORD,2016-01-10 08:51,12.02,79.79,SCT,M,M
ORD,2016-01-10 09:51,14.00,76.79,SCT,BKN,M
ORD,2016-01-10 10:37,14.00,76.79,BKN,OVC,M
ORD,2016-01-10 10:51,14.00,76.79,BKN,BKN,M
ORD,2016-01-10 11:03,14.00,73.13,BKN,M,M
ORD,2016-01-10 11:51,14.00,73.13,OVC,M,M
ORD,2016-01-10 12:51,12.92,73.61,SCT,M,M
ORD,2016-01-10 13:41,12.92,73.61,BKN,M,M
ORD,2016-01-10 13:51,12.92,73.61,BKN,M,M
ORD,2016-01-10 14:51,10.94,76.49,BKN,M,M
ORD,2016-01-10 15:05,10.04,72.69,SCT,M,M
ORD,2016-01-10 15:51,8.06,72.46,FEW,M,M
ORD,2016-01-10 16:51,6.98,69.34,FEW,M,M
ORD,2016-01-10 17:51,6.08,72.24,FEW,M,M
ORD,2016-01-10 18:51,5.00,72.11,FEW,M,M
ORD,2016-01-10 19:51,5.00,69.09,FEW,M,M
ORD,2016-01-10 20:51,3.92,72.61,FEW,M,M
ORD,2016-01-10 21:51,3.02,71.88,FEW,M,M
ORD,2016-01-10 22:51,1.94,71.75,FEW,M,M
ORD,2016-01-10 23:51,1.94,68.71,FEW,M,M
ORD,2016-01-11 00:51,1.04,71.65,FEW,M,M
ORD,2016-01-11 01:51,1.04,71.65,FEW,M,M
ORD,2016-01-11 02:51,-0.04,75.36,FEW,M,M
ORD,2016-01-11 03:51,-0.04,71.52,FEW,M,M
ORD,2016-01-11 04:51,-0.04,71.52,CLR,M,M
ORD,2016-01-11 05:51,-0.94,74.61,CLR,M,M
ORD,2016-01-11 06:51,-0.94,74.61,FEW,M,M
ORD,2016-01-11 07:51,-0.04,75.36,FEW,FEW,M
ORD,2016-01-11 08:51,1.94,71.75,FEW,FEW,SCT
ORD,2016-01-11 09:51,3.92,72.61,FEW,BKN,BKN
ORD,2016-01-11 10:51,6.98,72.34,BKN,OVC,M
ORD,2016-01-11 11:51,8.06,72.46,OVC,M,M
ORD,2016-01-11 12:51,10.94,72.79,SCT,OVC,M
ORD,2016-01-11 13:10,12.02,76.59,OVC,M,M
ORD,2016-01-11 13:40,12.92,76.68,OVC,M,M
ORD,2016-01-11 13:51,12.92,76.68,OVC,M,M
ORD,2016-01-11 14:51,15.08,80.05,OVC,M,M
ORD,2016-01-11 15:43,17.06,76.47,BKN,OVC,M
ORD,2016-01-11 15:51,17.06,80.22,BKN,OVC,M
ORD,2016-01-11 16:15,17.06,83.47,SCT,BKN,OVC
ORD,2016-01-11 16:19,17.96,80.29,FEW,BKN,OVC
ORD,2016-01-11 16:51,17.96,84.20,BKN,OVC,M
ORD,2016-01-11 17:04,17.96,88.27,SCT,OVC,M
ORD,2016-01-11 17:31,19.04,87.64,BKN,OVC,M
ORD,2016-01-11 17:37,19.04,87.64,BKN,OVC,M
ORD,2016-01-11 17:51,19.04,91.84,OVC,M,M
ORD,2016-01-11 18:09,19.94,88.37,OVC,M,M
ORD,2016-01-11 18:16,19.94,88.37,OVC,M,M
ORD,2016-01-11 18:32,19.40,92.57,OVC,M,M
ORD,2016-01-11 18:51,19.94,91.87,OVC,M,M
ORD,2016-01-11 19:05,19.94,91.87,OVC,M,M
ORD,2016-01-11 19:21,21.02,91.91,OVC,M,M
ORD,2016-01-11 19:27,21.02,91.91,BKN,OVC,M
ORD,2016-01-11 19:42,21.20,92.63,BKN,OVC,M
ORD,2016-01-11 19:51,21.92,91.94,BKN,OVC,M
ORD,2016-01-11 20:03,23.00,91.98,OVC,M,M
ORD,2016-01-11 20:34,24.08,83.96,OVC,M,M
ORD,2016-01-11 20:51,24.08,83.96,OVC,M,M
ORD,2016-01-11 20:54,24.80,79.62,SCT,OVC,M
ORD,2016-01-11 21:07,24.08,83.96,OVC,M,M
ORD,2016-01-11 21:15,23.00,87.85,BKN,OVC,M
ORD,2016-01-11 21:30,23.00,85.85,BKN,OVC,M
ORD,2016-01-11 21:48,23.00,92.69,VV ,M,M
ORD,2016-01-11 21:51,23.00,91.98,VV ,M,M
ORD,2016-01-11 22:07,24.08,83.96,BKN,OVC,M
ORD,2016-01-11 22:17,24.08,83.96,OVC,M,M
ORD,2016-01-11 22:48,23.00,85.85,SCT,OVC,M
ORD,2016-01-11 22:51,23.00,84.54,SCT,OVC,M
ORD,2016-01-11 23:04,23.00,80.71,FEW,OVC,M
ORD,2016-01-11 23:30,21.02,80.55,BKN,OVC,M
ORD,2016-01-11 23:42,21.20,79.31,BKN,BKN,OVC
ORD,2016-01-11 23:51,19.94,81.09,BKN,BKN,BKN
ORD,2016-01-12 00:38,19.04,76.66,OVC,M,M
ORD,2016-01-12 00:51,17.96,77.17,BKN,OVC,M
ORD,2016-01-12 01:06,17.96,77.17,BKN,OVC,M
ORD,2016-01-12 01:24,17.60,72.93,SCT,OVC,M
ORD,2016-01-12 01:51,15.98,76.98,OVC,M,M
ORD,2016-01-12 02:51,15.98,73.34,OVC,M,M
ORD,2016-01-12 03:51,15.98,73.34,FEW,FEW,OVC
ORD,2016-01-12 04:51,15.98,73.34,FEW,SCT,OVC
ORD,2016-01-12 05:15,14.00,79.96,BKN,BKN,OVC
ORD,2016-01-12 05:30,12.20,78.51,OVC,M,M
ORD,2016-01-12 05:41,12.02,72.91,BKN,M,M
ORD,2016-01-12 05:51,12.02,69.38,BKN,M,M
ORD,2016-01-12 05:53,12.02,69.38,BKN,M,M
ORD,2016-01-12 06:06,10.94,66.42,FEW,SCT,M
ORD,2016-01-12 06:51,8.06,66.04,SCT,M,M
ORD,2016-01-12 07:51,5.00,69.09,FEW,M,M
ORD,2016-01-12 08:51,5.00,69.09,FEW,M,M
ORD,2016-01-12 09:51,6.08,65.77,FEW,M,M
ORD,2016-01-12 10:51,8.06,62.75,FEW,M,M
ORD,2016-01-12 11:51,8.96,66.16,FEW,M,M
ORD,2016-01-12 12:51,10.04,60.42,FEW,M,M
ORD,2016-01-12 13:51,10.04,60.42,FEW,M,M
ORD,2016-01-12 14:51,10.04,63.03,FEW,M,M
ORD,2016-01-12 15:51,8.96,63.41,FEW,M,M
ORD,2016-01-12 16:51,8.06,66.04,FEW,M,M
ORD,2016-01-12 17:51,8.06,62.75,FEW,M,M
ORD,2016-01-12 18:51,6.98,65.89,FEW,M,M
ORD,2016-01-12 19:51,6.08,62.46,CLR,M,M
ORD,2016-01-12 20:51,5.00,62.31,CLR,M,M
ORD,2016-01-12 21:51,3.92,62.69,CLR,M,M
ORD,2016-01-12 22:51,3.92,62.69,CLR,M,M
ORD,2016-01-12 23:51,3.02,65.35,CLR,M,M
ORD,2016-01-13 00:51,1.94,71.75,CLR,M,M
ORD,2016-01-13 01:51,1.04,71.65,CLR,M,M
ORD,2016-01-13 02:51,1.04,71.65,CLR,M,M
ORD,2016-01-13 03:51,1.04,71.65,CLR,M,M
ORD,2016-01-13 04:51,1.04,74.83,CLR,M,M
ORD,2016-01-13 05:51,-0.04,78.70,CLR,M,M
ORD,2016-01-13 06:51,-0.04,82.89,FEW,M,M
ORD,2016-01-13 07:51,1.04,82.97,SCT,BKN,M
ORD,2016-01-13 08:51,5.00,72.11,SCT,OVC,M
ORD,2016-01-13 09:51,6.98,69.34,BKN,OVC,M
ORD,2016-01-13 10:51,8.96,69.58,OVC,M,M
ORD,2016-01-13 11:01,10.04,69.14,OVC,M,M
ORD,2016-01-13 11:51,10.94,72.79,BKN,OVC,M
ORD,2016-01-13 12:00,10.40,72.12,SCT,OVC,M
ORD,2016-01-13 12:51,12.92,73.61,BKN,OVC,M
ORD,2016-01-13 13:51,15.08,76.27,FEW,OVC,M
ORD,2016-01-13 14:51,17.06,73.46,FEW,OVC,M
ORD,2016-01-13 15:51,19.04,73.67,OVC,M,M
ORD,2016-01-13 16:51,19.94,77.35,SCT,BKN,OVC
ORD,2016-01-13 17:11,21.02,77.45,BKN,OVC,M
ORD,2016-01-13 17:23,21.02,77.45,SCT,OVC,M
ORD,2016-01-13 17:51,21.02,77.45,BKN,M,M
ORD,2016-01-13 18:51,21.92,77.54,FEW,M,M
ORD,2016-01-13 19:51,23.00,74.09,FEW,SCT,M
ORD,2016-01-13 20:51,23.00,77.64,FEW,BKN,M
ORD,2016-01-13 21:51,24.08,74.20,FEW,SCT,BKN
ORD,2016-01-13 22:51,24.08,77.14,BKN,M,M
ORD,2016-01-13 23:51,24.08,80.80,SCT,SCT,M
ORD,2016-01-14 00:51,24.98,77.82,BKN,BKN,M
ORD,2016-01-14 01:51,26.96,78.00,BKN,M,M
ORD,2016-01-14 02:51,26.96,81.03,OVC,M,M
ORD,2016-01-14 03:51,26.96,81.03,OVC,M,M
ORD,2016-01-14 04:51,26.96,84.80,OVC,M,M
ORD,2016-01-14 05:51,28.94,81.80,OVC,M,M
ORD,2016-01-14 06:51,30.02,81.27,OVC,M,M
ORD,2016-01-14 07:51,30.02,81.27,FEW,BKN,OVC
