station,valid, tmpf ,  relh ,  skyc1 ,  skyc2 ,  skyc3
ORD,2016-02-21 06:51,35.96,85.37,BKN,BKN,M
ORD,2016-02-21 07:06,35.96,85.37,SCT,BKN,M
ORD,2016-02-21 07:29,37.04,85.43,BKN,BKN,M
ORD,2016-02-21 07:51,37.04,85.43,BKN,BKN,M
ORD,2016-02-21 08:31,39.02,79.05,SCT,BKN,BKN
ORD,2016-02-21 08:51,39.92,76.32,BKN,BKN,BKN
ORD,2016-02-21 09:51,39.92,76.32,BKN,BKN,M
ORD,2016-02-21 10:51,39.92,73.08,BKN,OVC,M
ORD,2016-02-21 11:51,39.02,72.46,BKN,OVC,M
ORD,2016-02-21 12:51,39.02,72.46,BKN,OVC,M
ORD,2016-02-21 13:51,39.92,69.96,BKN,BKN,M
ORD,2016-02-21 14:51,39.92,67.45,BKN,M,M
ORD,2016-02-21 15:51,39.02,66.85,BKN,M,M
ORD,2016-02-21 16:51,35.96,72.66,OVC,M,M
ORD,2016-02-21 17:51,35.06,75.31,OVC,M,M
ORD,2016-02-21 18:51,33.98,75.20,OVC,M,M
ORD,2016-02-21 19:51,33.98,75.20,OVC,M,M
ORD,2016-02-21 20:51,35.06,72.03,OVC,M,M
ORD,2016-02-21 21:34,33.98,75.20,OVC,M,M
ORD,2016-02-21 21:51,33.98,72.45,OVC,M,M
ORD,2016-02-21 22:51,33.08,77.96,OVC,M,M
ORD,2016-02-21 23:12,32.00,78.45,SCT,BKN,M
ORD,2016-02-21 23:51,32.00,78.45,FEW,FEW,M
ORD,2016-02-22 00:51,28.04,88.12,FEW,M,M
ORD,2016-02-22 01:51,30.02,85.00,FEW,M,M
ORD,2016-02-22 02:51,28.94,84.93,FEW,M,M
ORD,2016-02-22 03:51,28.04,88.12,SCT,M,M
ORD,2016-02-22 04:51,28.94,92.19,BKN,M,M
ORD,2016-02-22 05:51,30.02,92.23,BKN,M,M
ORD,2016-02-22 06:51,30.92,88.92,BKN,M,M
ORD,2016-02-22 07:51,32.00,88.32,BKN,M,M
ORD,2016-02-22 08:51,35.06,78.13,BKN,M,M
ORD,2016-02-22 09:51,39.02,64.43,FEW,FEW,M
ORD,2016-02-22 10:51,39.92,59.50,BKN,BKN,BKN
ORD,2016-02-22 11:51,42.08,54.73,BKN,BKN,BKN
ORD,2016-02-22 12:51,42.98,55.27,SCT,BKN,BKN
ORD,2016-02-22 13:51,42.98,52.87,SCT,BKN,M
ORD,2016-02-22 14:51,44.06,55.02,BKN,BKN,M
ORD,2016-02-22 15:51,42.08,54.73,SCT,BKN,BKN
ORD,2016-02-22 16:51,39.92,57.33,OVC,M,M
ORD,2016-02-22 17:51,39.02,59.37,FEW,OVC,M
ORD,2016-02-22 18:51,37.04,66.60,OVC,M,M
ORD,2016-02-22 19:51,35.06,75.31,OVC,M,M
ORD,2016-02-22 20:51,33.98,81.57,OVC,M,M
ORD,2016-02-22 21:51,33.08,88.37,BKN,M,M
ORD,2016-02-22 22:51,32.00,88.32,CLR,M,M
ORD,2016-02-22 23:51,28.94,88.82,FEW,M,M
ORD,2016-02-23 00:51,30.02,88.22,CLR,M,M
ORD,2016-02-23 01:51,30.92,92.26,CLR,M,M
ORD,2016-02-23 02:51,30.02,92.23,CLR,M,M
ORD,2016-02-23 03:51,26.96,92.12,CLR,M,M
ORD,2016-02-23 04:51,28.94,96.38,CLR,M,M
ORD,2016-02-23 05:51,30.02,88.22,SCT,BKN,M
ORD,2016-02-23 06:51,32.00,85.12,BKN,BKN,M
ORD,2016-02-23 07:51,33.08,77.96,FEW,OVC,M
ORD,2016-02-23 08:51,35.06,75.31,FEW,OVC,M
ORD,2016-02-23 09:51,37.94,64.29,FEW,OVC,M
ORD,2016-02-23 10:51,42.08,50.42,BKN,M,M
ORD,2016-02-23 11:51,42.98,44.83,BKN,M,M
ORD,2016-02-23 12:51,44.96,39.72,FEW,BKN,M
ORD,2016-02-23 13:51,44.06,39.57,FEW,BKN,M
ORD,2016-02-23 14:51,44.06,41.10,FEW,SCT,M
ORD,2016-02-23 15:51,42.08,44.34,SCT,M,M
ORD,2016-02-23 16:51,39.92,50.46,FEW,BKN,M
ORD,2016-02-23 17:51,35.96,69.51,BKN,M,M
ORD,2016-02-23 18:51,35.06,75.31,FEW,OVC,M
ORD,2016-02-23 19:51,35.06,69.40,FEW,SCT,OVC
ORD,2016-02-23 20:51,35.06,72.03,BKN,OVC,M
ORD,2016-02-23 21:51,35.96,75.39,OVC,M,M
ORD,2016-02-23 22:51,35.96,75.39,OVC,M,M
ORD,2016-02-23 23:51,35.96,75.39,BKN,OVC,M
ORD,2016-02-24 00:51,35.96,75.39,SCT,BKN,BKN
ORD,2016-02-24 01:51,35.96,75.39,SCT,OVC,M
ORD,2016-02-24 02:51,35.96,72.66,SCT,OVC,M
ORD,2016-02-24 03:51,35.06,69.40,BKN,OVC,M
ORD,2016-02-24 04:51,35.06,69.40,BKN,OVC,M
ORD,2016-02-24 05:51,35.06,66.36,BKN,OVC,M
ORD,2016-02-24 06:51,35.06,66.36,OVC,M,M
ORD,2016-02-24 07:51,35.96,64.03,FEW,OVC,M
ORD,2016-02-24 08:51,35.06,66.36,FEW,BKN,OVC
ORD,2016-02-24 09:51,35.06,63.91,FEW,SCT,OVC
ORD,2016-02-24 10:42,35.06,66.36,OVC,M,M
ORD,2016-02-24 10:51,33.98,72.45,SCT,OVC,M
ORD,2016-02-24 11:01,33.98,75.20,BKN,OVC,M
ORD,2016-02-24 11:16,33.80,74.63,SCT,OVC,M
ORD,2016-02-24 11:51,33.98,75.20,SCT,BKN,OVC
ORD,2016-02-24 12:00,33.98,75.20,BKN,OVC,M
ORD,2016-02-24 12:05,33.08,81.50,BKN,OVC,M
ORD,2016-02-24 12:20,33.08,81.50,VV ,M,M
ORD,2016-02-24 12:49,32.00,86.39,VV ,M,M
ORD,2016-02-24 12:51,32.00,88.32,VV ,M,M
ORD,2016-02-24 13:04,32.00,88.32,VV ,M,M
ORD,2016-02-24 13:45,32.00,86.39,VV ,M,M
ORD,2016-02-24 13:51,32.00,88.32,VV ,M,M
ORD,2016-02-24 14:12,32.00,92.29,VV ,M,M
ORD,2016-02-24 14:34,33.08,88.37,VV ,M,M
ORD,2016-02-24 14:44,33.08,88.37,FEW,OVC,M
ORD,2016-02-24 14:51,33.08,88.37,BKN,OVC,M
ORD,2016-02-24 15:14,33.08,88.37,BKN,OVC,M
ORD,2016-02-24 15:19,33.08,88.37,BKN,OVC,M
ORD,2016-02-24 15:29,33.08,88.37,BKN,OVC,M
ORD,2016-02-24 15:42,33.80,86.49,OVC,M,M
ORD,2016-02-24 15:46,33.80,86.49,BKN,OVC,M
ORD,2016-02-24 15:51,33.08,88.37,BKN,OVC,M
ORD,2016-02-24 15:55,33.08,88.37,BKN,OVC,M
ORD,2016-02-24 16:30,32.00,92.29,BKN,OVC,M
ORD,2016-02-24 16:51,32.00,92.29,SCT,BKN,OVC
ORD,2016-02-24 17:38,32.00,92.29,SCT,OVC,M
ORD,2016-02-24 17:51,32.00,88.32,FEW,OVC,M
ORD,2016-02-24 18:01,32.00,88.32,FEW,OVC,M
ORD,2016-02-24 18:10,32.00,88.32,OVC,M,M
ORD,2016-02-24 18:31,33.08,81.50,SCT,OVC,M
ORD,2016-02-24 18:38,33.08,81.50,FEW,SCT,OVC
ORD,2016-02-24 18:51,33.08,81.50,SCT,OVC,M
ORD,2016-02-24 19:01,33.08,81.50,SCT,OVC,M
ORD,2016-02-24 19:22,33.08,81.50,SCT,BKN,OVC
ORD,2016-02-24 19:51,33.98,72.45,FEW,OVC,M
ORD,2016-02-24 20:51,33.98,75.20,OVC,M,M
ORD,2016-02-24 21:20,33.98,75.20,OVC,M,M
ORD,2016-02-24 21:51,33.98,75.20,BKN,OVC,M
ORD,2016-02-24 22:51,33.98,72.45,BKN,OVC,M
ORD,2016-02-24 23:51,33.98,72.45,FEW,OVC,M
ORD,2016-02-25 00:51,33.08,71.82,OVC,M,M
ORD,2016-02-25 01:51,33.08,71.82,SCT,BKN,OVC
ORD,2016-02-25 02:51,33.08,75.11,BKN,BKN,OVC
ORD,2016-02-25 03:51,33.08,69.17,FEW,OVC,M
ORD,2016-02-25 04:51,32.00,75.00,FEW,BKN,OVC
ORD,2016-02-25 05:51,30.92,81.95,FEW,OVC,M
ORD,2016-02-25 06:14,30.92,81.95,FEW,OVC,M
ORD,2016-02-25 06:47,30.20,80.07,FEW,BKN,OVC
ORD,2016-02-25 06:51,30.92,78.35,FEW,BKN,OVC
ORD,2016-02-25 07:51,32.00,65.97,FEW,BKN,OVC
ORD,2016-02-25 08:51,32.00,65.97,FEW,BKN,OVC
ORD,2016-02-25 09:51,33.08,63.17,FEW,OVC,M
ORD,2016-02-25 10:51,33.98,58.66,FEW,SCT,OVC
ORD,2016-02-25 11:51,35.06,53.66,SCT,SCT,BKN
ORD,2016-02-25 12:51,37.04,51.95,BKN,BKN,M
ORD,2016-02-25 13:51,35.06,56.18,OVC,M,M
ORD,2016-02-25 14:51,35.06,56.18,OVC,M,M
ORD,2016-02-25 15:51,33.98,56.02,OVC,M,M
ORD,2016-02-25 16:51,33.98,56.02,OVC,M,M
ORD,2016-02-25 17:51,33.08,58.08,OVC,M,M
ORD,2016-02-25 18:51,33.08,55.89,OVC,M,M
ORD,2016-02-25 19:51,33.08,53.36,OVC,M,M
ORD,2016-02-25 20:51,32.00,51.15,OVC,M,M
ORD,2016-02-25 21:51,32.00,51.15,OVC,M,M
ORD,2016-02-25 22:51,32.00,51.15,OVC,M,M
ORD,2016-02-25 23:51,30.92,53.44,BKN,M,M
ORD,2016-02-26 00:51,30.92,53.44,BKN,M,M
ORD,2016-02-26 01:51,30.92,58.21,BKN,M,M
ORD,2016-02-26 02:51,30.02,63.24,OVC,M,M
ORD,2016-02-26 03:51,30.02,55.42,FEW,BKN,M
ORD,2016-02-26 04:51,28.04,55.12,FEW,SCT,M
ORD,2016-02-26 05:51,26.06,59.81,FEW,FEW,SCT
ORD,2016-02-26 06:51,26.06,59.81,FEW,FEW,SCT
ORD,2016-02-26 07:51,30.02,50.84,FEW,FEW,BKN
ORD,2016-02-26 08:51,32.00,46.92,FEW,BKN,BKN
ORD,2016-02-26 09:51,30.92,49.01,FEW,BKN,OVC
ORD,2016-02-26 10:51,32.00,49.19,OVC,M,M
ORD,2016-02-26 11:51,32.00,51.15,OVC,M,M
ORD,2016-02-26 12:51,33.08,47.10,OVC,M,M
ORD,2016-02-26 13:51,33.08,51.33,OVC,M,M
ORD,2016-02-26 14:51,32.00,58.37,OVC,M,M
ORD,2016-02-26 15:51,32.00,55.72,OVC,M,M
ORD,2016-02-26 16:51,32.00,58.37,OVC,M,M
ORD,2016-02-26 17:51,32.00,65.97,OVC,M,M
ORD,2016-02-26 18:51,32.00,65.97,OVC,M,M
ORD,2016-02-26 19:51,32.00,65.97,OVC,M,M
ORD,2016-02-26 20:51,30.92,68.92,BKN,M,M
ORD,2016-02-26 21:51,30.02,71.48,FEW,M,M
ORD,2016-02-26 22:51,30.02,74.81,FEW,FEW,M
ORD,2016-02-26 23:51,28.94,78.18,FEW,M,M
ORD,2016-02-27 00:51,28.94,78.18,FEW,M,M
ORD,2016-02-27 01:51,28.94,78.18,CLR,M,M
ORD,2016-02-27 02:51,28.94,74.70,CLR,M,M
ORD,2016-02-27 03:51,28.94,78.18,CLR,M,M
ORD,2016-02-27 04:51,28.04,81.11,FEW,M,M
ORD,2016-02-27 05:51,28.04,81.11,CLR,M,M
ORD,2016-02-27 06:51,28.94,78.18,SCT,M,M
ORD,2016-02-27 07:51,32.00,72.24,BKN,M,M
ORD,2016-02-27 08:51,35.96,64.03,FEW,M,M
ORD,2016-02-27 09:51,39.02,59.37,SCT,M,M
ORD,2016-02-27 10:51,44.06,53.03,SCT,M,M
ORD,2016-02-27 11:51,48.02,43.67,SCT,M,M
ORD,2016-02-27 12:51,50.00,40.55,SCT,M,M
ORD,2016-02-27 13:51,53.06,34.89,SCT,M,M
ORD,2016-02-27 14:51,53.96,35.04,BKN,M,M
ORD,2016-02-27 15:51,53.96,38.01,BKN,M,M
ORD,2016-02-27 16:51,53.06,39.28,SCT,M,M
ORD,2016-02-27 17:51,51.08,44.16,SCT,M,M
ORD,2016-02-27 18:51,48.92,58.61,SCT,M,M
ORD,2016-02-27 19:51,46.94,68.28,SCT,M,M
ORD,2016-02-27 20:51,46.94,63.13,FEW,M,M
ORD,2016-02-27 21:51,48.02,53.63,FEW,M,M
ORD,2016-02-27 22:51,48.02,51.34,FEW,M,M
ORD,2016-02-27 23:51,48.02,49.50,SCT,M,M
ORD,2016-02-28 00:51,48.02,51.34,SCT,M,M
ORD,2016-02-28 01:51,48.02,51.34,SCT,M,M
ORD,2016-02-28 02:51,48.02,53.63,SCT,M,M
ORD,2016-02-28 03:51,46.94,55.85,FEW,M,M
ORD,2016-02-28 04:51,46.04,57.78,FEW,M,M
ORD,2016-02-28 05:51,46.04,57.78,SCT,M,M
ORD,2016-02-28 06:51,46.94,55.85,FEW,BKN,M
ORD,2016-02-28 07:51,48.92,56.14,BKN,M,M
ORD,2016-02-28 08:51,51.08,56.05,BKN,M,M
ORD,2016-02-28 09:51,55.04,52.40,BKN,M,M
ORD,2016-02-28 10:51,57.92,53.20,FEW,BKN,M
ORD,2016-02-28 11:51,60.08,51.34,FEW,BKN,M
ORD,2016-02-28 12:51,60.98,51.48,FEW,BKN,M
ORD,2016-02-28 13:51,60.98,51.48,OVC,M,M
ORD,2016-02-28 14:51,60.98,53.65,BKN,BKN,OVC
ORD,2016-02-28 15:51,59.00,59.58,SCT,BKN,BKN
ORD,2016-02-28 16:51,59.00,59.58,SCT,BKN,BKN
ORD,2016-02-28 17:51,57.02,57.29,SCT,SCT,BKN
ORD,2016-02-28 18:51,51.98,61.15,SCT,BKN,OVC
ORD,2016-02-28 19:42,48.02,73.39,SCT,BKN,OVC
ORD,2016-02-28 19:51,46.04,82.45,SCT,BKN,OVC
ORD,2016-02-28 20:08,42.08,85.13,BKN,BKN,OVC
ORD,2016-02-28 20:51,37.94,89.25,FEW,BKN,OVC
ORD,2016-02-28 21:16,37.40,86.69,BKN,OVC,M
ORD,2016-02-28 21:51,37.04,78.31,BKN,OVC,M
ORD,2016-02-28 22:51,35.96,78.79,OVC,M,M
ORD,2016-02-28 23:51,35.96,72.66,OVC,M,M
ORD,2016-02-29 00:24,35.96,69.51,OVC,M,M
ORD,2016-02-29 00:51,35.96,72.66,OVC,M,M
ORD,2016-02-29 01:51,35.06,72.03,BKN,M,M
ORD,2016-02-29 02:51,33.98,72.45,BKN,M,M
ORD,2016-02-29 03:51,33.08,75.11,SCT,M,M
ORD,2016-02-29 04:51,32.00,78.45,SCT,M,M
ORD,2016-02-29 05:51,33.08,77.96,SCT,M,M
ORD,2016-02-29 06:51,33.08,77.96,FEW,FEW,M
ORD,2016-02-29 07:51,33.98,78.62,FEW,FEW,M
ORD,2016-02-29 08:51,37.04,69.63,FEW,SCT,SCT
ORD,2016-02-29 09:51,39.92,64.54,BKN,BKN,M
ORD,2016-02-29 10:51,42.98,57.35,BKN,BKN,M
ORD,2016-02-29 11:51,46.94,51.55,FEW,SCT,BKN
ORD,2016-02-29 12:51,51.08,49.97,FEW,SCT,BKN
ORD,2016-02-29 13:51,50.00,49.81,FEW,BKN,OVC
ORD,2016-02-29 14:51,51.08,49.97,BKN,BKN,OVC
ORD,2016-02-29 15:51,50.00,52.02,BKN,OVC,M
ORD,2016-02-29 16:08,35.96,69.51,OVC,M,M
ORD,2016-02-29 16:51,35.06,69.40,OVC,M,M
ORD,2016-02-29 17:51,33.08,69.17,BKN,OVC,M
ORD,2016-02-29 18:51,33.08,63.17,SCT,OVC,M
ORD,2016-02-29 19:51,32.00,63.51,OVC,M,M
ORD,2016-02-29 20:51,30.92,72.12,BKN,BKN,OVC
ORD,2016-02-29 21:40,28.94,78.18,FEW,BKN,OVC
ORD,2016-02-29 21:51,28.94,78.18,FEW,SCT,OVC
ORD,2016-02-29 22:08,28.40,79.92,BKN,BKN,OVC
ORD,2016-02-29 22:20,28.04,81.11,BKN,BKN,OVC
ORD,2016-02-29 22:35,28.04,81.11,OVC,M,M
ORD,2016-02-29 22:42,28.04,81.11,OVC,M,M
ORD,2016-02-29 22:51,28.04,81.11,BKN,OVC,M
ORD,2016-02-29 23:09,28.04,81.11,OVC,M,M
ORD,2016-02-29 23:36,28.04,81.11,OVC,M,M
ORD,2016-02-29 23:51,28.04,81.11,BKN,OVC,M
ORD,2016-03-01 00:51,28.04,81.11,OVC,M,M
ORD,2016-03-01 01:51,28.04,81.11,OVC,M,M
ORD,2016-03-01 02:51,28.04,84.87,OVC,M,M
ORD,2016-03-01 03:45,28.40,86.18,OVC,M,M
ORD,2016-03-01 03:51,28.94,84.93,OVC,M,M
ORD,2016-03-01 04:20,28.40,92.86,OVC,M,M
ORD,2016-03-01 04:51,28.94,92.19,BKN,OVC,M
ORD,2016-03-01 05:02,30.02,88.22,BKN,OVC,M
ORD,2016-03-01 05:20,30.02,88.22,OVC,M,M
ORD,2016-03-01 05:29,30.02,88.22,OVC,M,M
ORD,2016-03-01 05:51,30.02,88.22,OVC,M,M
ORD,2016-03-01 06:51,30.02,88.22,OVC,M,M
ORD,2016-03-01 07:51,28.94,92.19,OVC,M,M
ORD,2016-03-01 08:51,28.04,88.12,OVC,M,M
ORD,2016-03-01 09:51,28.04,84.87,OVC,M,M
ORD,2016-03-01 10:48,26.60,92.80,OVC,M,M
ORD,2016-03-01 10:51,26.96,88.73,OVC,M,M
ORD,2016-03-01 10:57,26.96,88.73,OVC,M,M
ORD,2016-03-01 11:43,26.96,88.73,BKN,OVC,M
ORD,2016-03-01 11:51,26.96,88.73,BKN,OVC,M
ORD,2016-03-01 11:55,26.06,92.09,BKN,OVC,M
ORD,2016-03-01 12:11,26.06,88.01,BKN,OVC,M
ORD,2016-03-01 12:30,26.60,86.07,VV ,M,M
ORD,2016-03-01 12:38,26.60,86.07,VV ,M,M
ORD,2016-03-01 12:51,24.98,92.05,VV ,M,M
ORD,2016-03-01 13:11,24.98,92.05,VV ,M,M
ORD,2016-03-01 13:19,24.98,92.05,VV ,M,M
ORD,2016-03-01 13:51,26.06,84.10,FEW,OVC,M
ORD,2016-03-01 14:03,24.08,83.96,FEW,BKN,OVC
ORD,2016-03-01 14:16,24.08,80.80,SCT,BKN,OVC
ORD,2016-03-01 14:28,23.00,79.47,SCT,BKN,OVC
ORD,2016-03-01 14:46,24.80,73.70,SCT,BKN,OVC
ORD,2016-03-01 14:51,24.08,77.14,BKN,BKN,OVC
ORD,2016-03-01 15:10,24.08,77.14,SCT,BKN,OVC
ORD,2016-03-01 15:35,24.98,74.29,FEW,BKN,OVC
ORD,2016-03-01 15:51,24.08,74.20,SCT,BKN,OVC
ORD,2016-03-01 16:08,24.08,74.20,BKN,BKN,OVC
ORD,2016-03-01 16:22,24.08,74.20,SCT,BKN,OVC
ORD,2016-03-01 16:51,23.00,74.09,SCT,OVC,M
ORD,2016-03-01 17:51,21.02,73.88,FEW,BKN,M
ORD,2016-03-01 18:51,19.94,70.89,SCT,BKN,BKN
ORD,2016-03-01 19:51,19.94,70.89,FEW,BKN,M
ORD,2016-03-01 20:51,19.94,70.89,FEW,BKN,M
ORD,2016-03-01 21:51,19.04,70.22,FEW,M,M
ORD,2016-03-01 22:51,19.04,70.22,FEW,M,M
ORD,2016-03-01 23:51,17.96,70.66,CLR,M,M
ORD,2016-03-02 00:51,17.06,67.21,CLR,M,M
ORD,2016-03-02 01:51,17.06,58.49,CLR,M,M
ORD,2016-03-02 02:51,15.98,58.32,CLR,M,M
ORD,2016-03-02 03:51,15.08,58.19,CLR,M,M
ORD,2016-03-02 04:51,12.92,63.97,CLR,M,M
ORD,2016-03-02 05:51,12.02,63.31,FEW,FEW,M
ORD,2016-03-02 06:51,12.92,63.97,FEW,FEW,M
ORD,2016-03-02 07:51,15.98,61.29,FEW,M,M
ORD,2016-03-02 08:51,19.04,51.11,FEW,M,M
ORD,2016-03-02 09:51,21.92,41.26,FEW,FEW,M
ORD,2016-03-02 10:51,24.08,37.68,FEW,FEW,M
ORD,2016-03-02 11:51,26.06,36.48,FEW,M,M
ORD,2016-03-02 12:51,26.96,42.14,FEW,M,M
ORD,2016-03-02 13:51,28.94,38.85,SCT,M,M
ORD,2016-03-02 14:51,30.02,39.03,SCT,M,M
ORD,2016-03-02 15:51,30.92,37.63,SCT,BKN,M
ORD,2016-03-02 16:51,30.92,35.84,BKN,BKN,M
ORD,2016-03-02 17:51,28.94,50.66,BKN,BKN,M
ORD,2016-03-02 18:51,30.02,42.66,BKN,OVC,M
ORD,2016-03-02 19:51,30.02,48.48,OVC,M,M
ORD,2016-03-02 20:51,28.94,60.69,OVC,M,M
ORD,2016-03-02 21:51,30.02,60.38,OVC,M,M
ORD,2016-03-02 22:51,30.02,65.72,OVC,M,M
ORD,2016-03-02 23:43,28.04,84.87,OVC,M,M
ORD,2016-03-02 23:51,28.04,84.87,OVC,M,M
ORD,2016-03-03 00:27,26.96,92.12,OVC,M,M
ORD,2016-03-03 00:51,28.04,88.12,OVC,M,M
ORD,2016-03-03 01:21,28.04,88.12,OVC,M,M
ORD,2016-03-03 01:33,28.04,92.16,FEW,OVC,M
ORD,2016-03-03 01:51,28.04,88.12,BKN,OVC,M
ORD,2016-03-03 02:02,28.04,88.12,BKN,OVC,M
ORD,2016-03-03 02:38,28.04,92.16,BKN,OVC,M
ORD,2016-03-03 02:51,28.04,92.16,BKN,OVC,M
ORD,2016-03-03 03:01,28.04,92.16,OVC,M,M
ORD,2016-03-03 03:12,28.04,92.16,OVC,M,M
ORD,2016-03-03 03:26,28.04,92.16,OVC,M,M
ORD,2016-03-03 03:51,28.94,88.82,BKN,OVC,M
ORD,2016-03-03 04:33,28.94,92.19,BKN,OVC,M
ORD,2016-03-03 04:36,28.94,92.19,FEW,SCT,OVC
ORD,2016-03-03 04:51,28.04,95.65,SCT,BKN,OVC
ORD,2016-03-03 05:17,28.94,92.19,BKN,OVC,M
ORD,2016-03-03 05:51,30.02,88.22,OVC,M,M
ORD,2016-03-03 06:22,28.94,92.19,OVC,M,M
ORD,2016-03-03 06:51,28.94,92.19,OVC,M,M
ORD,2016-03-03 07:07,30.02,88.22,OVC,M,M
ORD,2016-03-03 07:46,30.20,86.28,BKN,OVC,M
ORD,2016-03-03 07:51,30.02,88.22,BKN,BKN,OVC
ORD,2016-03-03 08:00,30.02,88.22,BKN,OVC,M
ORD,2016-03-03 08:21,30.02,88.22,BKN,OVC,M
ORD,2016-03-03 08:37,30.02,88.22,BKN,OVC,M
ORD,2016-03-03 08:51,30.02,88.22,BKN,OVC,M
ORD,2016-03-03 09:26,30.92,88.92,BKN,OVC,M
ORD,2016-03-03 09:51,30.92,88.92,OVC,M,M
ORD,2016-03-03 10:51,32.00,85.12,OVC,M,M
ORD,2016-03-03 11:51,32.00,85.12,OVC,M,M
ORD,2016-03-03 12:51,32.00,88.32,OVC,M,M
ORD,2016-03-03 13:51,32.00,88.32,OVC,M,M
ORD,2016-03-03 14:51,32.00,85.12,OVC,M,M
ORD,2016-03-03 15:51,32.00,85.12,OVC,M,M
ORD,2016-03-03 16:51,30.92,85.05,OVC,M,M
ORD,2016-03-03 17:41,30.92,85.05,OVC,M,M
ORD,2016-03-03 17:51,30.92,85.05,OVC,M,M
ORD,2016-03-03 18:47,30.20,86.28,OVC,M,M
ORD,2016-03-03 18:51,30.92,85.05,OVC,M,M
ORD,2016-03-03 19:06,30.92,85.05,OVC,M,M
ORD,2016-03-03 19:51,30.92,81.95,OVC,M,M
ORD,2016-03-03 20:51,30.02,74.81,OVC,M,M
ORD,2016-03-03 21:05,30.02,68.81,BKN,OVC,M
ORD,2016-03-03 21:25,30.02,63.24,SCT,OVC,M
ORD,2016-03-03 21:51,30.02,63.24,OVC,M,M
ORD,2016-03-03 22:51,30.02,63.24,OVC,M,M
ORD,2016-03-03 23:51,26.96,68.44,FEW,M,M
ORD,2016-03-04 00:51,26.06,71.04,FEW,M,M
ORD,2016-03-04 01:51,24.98,71.47,FEW,M,M
ORD,2016-03-04 02:51,24.08,74.20,FEW,M,M
ORD,2016-03-04 03:51,23.00,74.09,CLR,M,M
ORD,2016-03-04 04:51,21.92,77.54,CLR,M,M
ORD,2016-03-04 05:51,19.94,81.09,FEW,M,M
ORD,2016-03-04 06:51,21.02,80.55,FEW,M,M
ORD,2016-03-04 07:51,28.04,62.97,FEW,M,M
ORD,2016-03-04 08:51,32.00,53.60,FEW,M,M
ORD,2016-03-04 09:51,33.08,51.33,FEW,M,M
ORD,2016-03-04 10:51,35.06,47.42,FEW,M,M
ORD,2016-03-04 11:51,35.06,49.30,FEW,M,M
ORD,2016-03-04 12:51,37.94,42.32,FEW,SCT,M
ORD,2016-03-04 13:51,37.94,46.09,FEW,FEW,BKN
ORD,2016-03-04 14:51,39.02,45.91,FEW,SCT,BKN
ORD,2016-03-04 15:51,37.94,47.89,SCT,SCT,SCT
ORD,2016-03-04 16:51,35.96,56.32,SCT,SCT,BKN
ORD,2016-03-04 17:51,33.98,60.93,FEW,FEW,SCT
ORD,2016-03-04 18:51,33.08,66.11,BKN,OVC,M
ORD,2016-03-04 19:51,33.08,63.17,BKN,OVC,M
ORD,2016-03-04 20:51,32.00,63.51,BKN,OVC,M
ORD,2016-03-04 21:15,30.92,72.12,OVC,M,M
ORD,2016-03-04 21:19,30.92,75.46,SCT,OVC,M
ORD,2016-03-04 21:24,30.02,81.27,SCT,OVC,M
ORD,2016-03-04 21:26,30.02,81.27,OVC,M,M
ORD,2016-03-04 21:40,28.94,88.82,OVC,M,M
ORD,2016-03-04 21:51,28.94,88.82,OVC,M,M
ORD,2016-03-04 22:23,28.04,92.16,FEW,OVC,M
ORD,2016-03-04 22:51,28.94,92.19,FEW,FEW,OVC
ORD,2016-03-04 23:09,28.04,95.65,SCT,OVC,M
ORD,2016-03-04 23:16,28.04,92.16,BKN,OVC,M
ORD,2016-03-04 23:42,28.40,92.86,BKN,OVC,M
ORD,2016-03-04 23:51,28.94,88.82,BKN,OVC,M
ORD,2016-03-05 00:18,28.40,92.86,OVC,M,M
ORD,2016-03-05 00:51,28.94,92.19,BKN,BKN,OVC
ORD,2016-03-05 01:26,28.94,96.38,SCT,BKN,OVC
ORD,2016-03-05 01:33,28.94,96.38,FEW,BKN,OVC
ORD,2016-03-05 01:43,30.02,92.23,FEW,BKN,OVC
ORD,2016-03-05 01:47,30.20,92.92,FEW,SCT,OVC
ORD,2016-03-05 01:51,30.02,92.23,FEW,SCT,OVC
ORD,2016-03-05 02:36,30.92,88.92,OVC,M,M
ORD,2016-03-05 02:51,30.92,88.92,OVC,M,M
ORD,2016-03-05 03:19,30.92,88.92,OVC,M,M
ORD,2016-03-05 03:51,30.92,88.92,OVC,M,M
ORD,2016-03-05 04:46,32.00,86.39,OVC,M,M
ORD,2016-03-05 04:51,32.00,85.12,OVC,M,M
ORD,2016-03-05 05:51,32.00,88.32,OVC,M,M
ORD,2016-03-05 06:40,33.80,86.49,OVC,M,M
ORD,2016-03-05 06:51,33.08,88.37,OVC,M,M
ORD,2016-03-05 07:14,33.98,88.42,SCT,OVC,M
ORD,2016-03-05 07:51,33.98,88.42,OVC,M,M
ORD,2016-03-05 08:51,35.06,88.47,OVC,M,M
ORD,2016-03-05 09:51,35.96,89.16,OVC,M,M
ORD,2016-03-05 10:51,37.94,85.49,OVC,M,M
ORD,2016-03-05 11:51,37.94,82.46,OVC,M,M
ORD,2016-03-05 12:23,37.94,82.46,OVC,M,M
ORD,2016-03-05 12:51,39.02,75.69,OVC,M,M
ORD,2016-03-05 13:51,37.94,78.96,BKN,OVC,M
