station,valid, tmpf ,  relh ,  sped ,  p01i ,  skyc1 ,  skyc2 ,  skyc3
ORD,2015-09-01 00:51,71.06,90.06,4.6,0.00,CLR,M,M
ORD,2015-09-01 01:51,71.06,90.06,3.4,0.00,FEW,M,M
ORD,2015-09-01 02:51,71.06,90.06,3.4,0.00,FEW,M,M
ORD,2015-09-01 03:51,69.98,93.44,0.0,0.00,FEW,M,M
ORD,2015-09-01 04:51,69.98,93.44,0.0,0.00,CLR,M,M
ORD,2015-09-01 05:51,69.98,93.44,0.0,0.00,CLR,M,M
ORD,2015-09-01 06:51,71.96,93.49,4.6,0.00,FEW,M,M
ORD,2015-09-01 07:51,73.04,93.52,3.4,0.00,FEW,M,M
ORD,2015-09-01 08:51,77.00,84.46,5.7,0.00,FEW,M,M
ORD,2015-09-01 09:51,78.98,79.12,3.4,0.00,FEW,M,M
ORD,2015-09-01 10:51,82.04,74.25,6.8,0.00,FEW,FEW,M
ORD,2015-09-01 11:51,84.92,67.65,6.8,0.00,FEW,FEW,M
ORD,2015-09-01 12:51,87.08,60.88,11.4,0.00,SCT,SCT,M
ORD,2015-09-01 13:51,87.08,59.05,10.3,0.00,SCT,SCT,M
ORD,2015-09-01 14:51,87.98,59.16,6.8,0.00,FEW,SCT,BKN
ORD,2015-09-01 15:51,87.08,60.88,11.4,0.00,FEW,SCT,M
ORD,2015-09-01 16:51,87.08,60.88,11.4,0.00,SCT,M,M
ORD,2015-09-01 17:51,86.00,63.01,11.4,0.00,FEW,M,M
ORD,2015-09-01 18:51,84.92,65.23,9.1,0.00,CLR,M,M
ORD,2015-09-01 19:51,82.94,69.53,8.0,0.00,FEW,M,M
ORD,2015-09-01 20:51,80.06,76.36,6.8,0.00,FEW,M,M
ORD,2015-09-01 21:51,80.06,79.20,10.3,0.00,FEW,M,M
ORD,2015-09-01 22:51,78.98,79.12,11.4,0.00,FEW,M,M
ORD,2015-09-01 23:51,78.08,81.50,9.1,0.00,FEW,M,M
ORD,2015-09-02 00:51,75.92,81.85,5.7,0.00,FEW,M,M
ORD,2015-09-02 01:51,75.02,81.79,6.8,0.00,FEW,M,M
ORD,2015-09-02 02:51,73.94,84.80,4.6,0.00,FEW,SCT,M
ORD,2015-09-02 03:51,73.04,87.41,3.4,0.00,FEW,SCT,M
ORD,2015-09-02 04:51,73.04,84.22,6.8,0.00,FEW,FEW,M
ORD,2015-09-02 05:51,73.04,84.22,6.8,0.00,FEW,FEW,M
ORD,2015-09-02 06:51,71.96,87.35,4.6,0.00,FEW,FEW,M
ORD,2015-09-02 07:51,73.94,84.80,5.7,0.00,FEW,M,M
ORD,2015-09-02 08:51,77.00,76.57,4.6,0.00,FEW,M,M
ORD,2015-09-02 09:51,80.06,69.23,6.8,0.00,CLR,M,M
ORD,2015-09-02 10:51,84.02,62.77,5.7,0.00,FEW,M,M
ORD,2015-09-02 11:51,86.00,57.12,8.0,0.00,FEW,SCT,M
ORD,2015-09-02 12:51,87.08,55.19,12.5,0.00,FEW,SCT,M
ORD,2015-09-02 13:51,87.98,51.68,9.1,0.00,FEW,SCT,M
ORD,2015-09-02 14:51,87.98,49.79,12.5,0.00,FEW,SCT,SCT
ORD,2015-09-02 15:51,89.06,48.12,14.8,0.00,SCT,BKN,M
ORD,2015-09-02 16:51,87.98,49.79,11.4,0.00,SCT,BKN,M
ORD,2015-09-02 17:51,86.00,53.03,10.3,0.00,SCT,SCT,BKN
ORD,2015-09-02 18:51,84.92,56.98,6.8,0.00,FEW,BKN,M
ORD,2015-09-02 19:51,82.94,56.72,4.6,0.00,FEW,BKN,M
ORD,2015-09-02 20:51,78.98,66.58,8.0,0.00,FEW,FEW,SCT
ORD,2015-09-02 21:51,78.98,69.11,3.4,0.00,FEW,FEW,SCT
ORD,2015-09-02 22:51,78.98,66.58,5.7,0.00,SCT,M,M
ORD,2015-09-02 23:51,78.98,66.58,5.7,0.00,SCT,BKN,M
ORD,2015-09-03 00:51,75.92,76.48,4.6,0.00,FEW,SCT,M
ORD,2015-09-03 01:51,73.94,81.71,0.0,0.00,SCT,BKN,M
ORD,2015-09-03 02:51,75.02,81.79,4.6,0.00,SCT,M,M
ORD,2015-09-03 03:51,73.94,84.80,5.7,0.00,SCT,M,M
ORD,2015-09-03 04:51,73.04,87.41,4.6,0.00,SCT,M,M
ORD,2015-09-03 05:51,73.04,84.22,6.8,0.00,FEW,M,M
ORD,2015-09-03 06:51,73.04,84.22,5.7,0.00,FEW,FEW,M
ORD,2015-09-03 07:51,75.02,78.81,6.8,0.00,FEW,FEW,M
ORD,2015-09-03 08:51,78.08,73.88,10.3,0.00,FEW,M,M
ORD,2015-09-03 09:51,82.04,64.90,11.4,0.00,FEW,FEW,M
ORD,2015-09-03 10:51,84.92,60.98,9.1,0.00,SCT,SCT,SCT
ORD,2015-09-03 11:51,87.08,56.92,10.3,0.00,SCT,SCT,BKN
ORD,2015-09-03 12:51,87.98,53.64,12.5,0.00,SCT,SCT,M
ORD,2015-09-03 13:51,89.06,49.95,11.4,0.00,SCT,SCT,M
ORD,2015-09-03 14:51,89.06,49.95,12.5,0.00,SCT,M,M
ORD,2015-09-03 15:51,89.96,48.55,11.4,0.00,SCT,M,M
ORD,2015-09-03 16:51,89.06,51.83,14.8,0.00,SCT,SCT,M
ORD,2015-09-03 17:51,89.06,53.46,12.5,0.00,SCT,BKN,M
ORD,2015-09-03 18:51,77.00,76.57,12.5,0.00,SCT,SCT,BKN
ORD,2015-09-03 18:58,75.20,83.32,16.0,0.00,BKN,BKN,BKN
ORD,2015-09-03 19:51,73.94,78.72,9.1,0.00,FEW,SCT,BKN
ORD,2015-09-03 20:51,73.04,81.14,8.0,0.00,FEW,SCT,M
ORD,2015-09-03 21:51,73.04,78.65,6.8,0.00,FEW,BKN,M
ORD,2015-09-03 22:51,71.96,84.16,9.1,0.00,FEW,BKN,M
ORD,2015-09-03 23:51,71.06,86.77,8.0,0.00,SCT,BKN,M
ORD,2015-09-04 00:51,71.06,86.77,8.0,0.00,FEW,SCT,M
ORD,2015-09-04 01:51,69.98,90.02,3.4,0.00,FEW,M,M
ORD,2015-09-04 02:51,69.98,90.02,3.4,0.00,FEW,M,M
ORD,2015-09-04 03:51,69.08,89.98,4.6,0.00,CLR,M,M
ORD,2015-09-04 04:51,69.08,89.98,3.4,0.00,CLR,M,M
ORD,2015-09-04 05:51,69.08,89.98,0.0,0.00,FEW,M,M
ORD,2015-09-04 06:51,69.08,89.98,0.0,0.00,FEW,FEW,M
ORD,2015-09-04 07:51,71.06,84.10,6.8,0.00,SCT,M,M
ORD,2015-09-04 08:51,71.96,81.57,5.7,0.00,FEW,FEW,M
ORD,2015-09-04 09:51,75.02,73.59,5.7,0.00,FEW,BKN,M
ORD,2015-09-04 10:51,75.92,71.42,3.4,0.00,FEW,FEW,M
ORD,2015-09-04 11:51,78.08,68.59,0.0,0.00,FEW,SCT,BKN
ORD,2015-09-04 12:51,82.04,62.53,3.4,0.00,SCT,SCT,M
ORD,2015-09-04 13:51,84.02,60.87,5.7,0.00,FEW,SCT,SCT
ORD,2015-09-04 14:51,82.94,60.74,12.5,0.00,FEW,FEW,SCT
ORD,2015-09-04 15:51,80.06,62.29,9.1,0.00,FEW,SCT,SCT
ORD,2015-09-04 16:51,80.06,64.26,8.0,0.00,FEW,SCT,SCT
ORD,2015-09-04 17:51,78.08,68.59,10.3,0.00,FEW,FEW,SCT
ORD,2015-09-04 18:51,73.04,81.14,10.3,0.00,FEW,FEW,SCT
ORD,2015-09-04 19:51,73.04,81.14,8.0,0.00,FEW,FEW,SCT
ORD,2015-09-04 20:51,71.96,81.57,5.7,0.00,FEW,SCT,M
ORD,2015-09-04 21:51,71.96,84.16,4.6,0.00,FEW,FEW,M
ORD,2015-09-04 22:51,71.96,84.16,5.7,0.00,FEW,FEW,M
ORD,2015-09-04 23:51,71.06,86.77,4.6,0.00,FEW,FEW,M
ORD,2015-09-05 00:51,71.96,84.16,3.4,0.00,FEW,M,M
ORD,2015-09-05 01:51,71.96,84.16,3.4,0.00,SCT,M,M
ORD,2015-09-05 02:51,71.06,86.77,0.0,0.00,FEW,M,M
ORD,2015-09-05 03:51,69.98,90.02,0.0,0.00,FEW,SCT,M
ORD,2015-09-05 04:51,69.98,93.44,3.4,0.00,FEW,FEW,M
ORD,2015-09-05 05:51,69.98,93.44,0.0,0.00,FEW,SCT,BKN
ORD,2015-09-05 06:51,71.06,86.77,4.6,0.00,SCT,BKN,BKN
ORD,2015-09-05 07:51,73.04,81.14,5.7,0.00,FEW,SCT,BKN
ORD,2015-09-05 08:51,73.04,78.65,9.1,0.00,SCT,BKN,BKN
ORD,2015-09-05 09:51,75.02,75.93,5.7,0.00,SCT,BKN,BKN
ORD,2015-09-05 10:51,75.92,76.48,14.8,0.00,SCT,BKN,BKN
ORD,2015-09-05 11:51,77.00,73.78,11.4,0.00,FEW,BKN,BKN
ORD,2015-09-05 12:51,80.06,69.23,11.4,0.00,FEW,SCT,BKN
ORD,2015-09-05 13:51,84.92,56.98,12.5,0.00,FEW,BKN,BKN
ORD,2015-09-05 14:51,86.00,51.40,13.7,0.00,FEW,BKN,BKN
ORD,2015-09-05 15:51,86.00,55.04,11.4,0.00,FEW,BKN,M
ORD,2015-09-05 16:51,86.00,57.12,8.0,0.00,FEW,SCT,BKN
ORD,2015-09-05 17:51,84.02,58.65,9.1,0.00,FEW,FEW,BKN
ORD,2015-09-05 18:51,80.06,69.23,6.8,0.00,SCT,BKN,M
ORD,2015-09-05 19:51,77.00,76.57,5.7,0.00,FEW,SCT,BKN
ORD,2015-09-05 20:51,77.00,73.78,8.0,0.00,SCT,SCT,BKN
ORD,2015-09-05 21:51,73.94,81.71,5.7,0.00,FEW,SCT,M
ORD,2015-09-05 22:51,75.02,81.79,8.0,0.00,FEW,SCT,M
ORD,2015-09-05 23:51,73.04,84.22,6.8,0.00,FEW,SCT,M
ORD,2015-09-06 00:51,73.04,84.22,6.8,0.00,FEW,FEW,SCT
ORD,2015-09-06 01:51,73.04,81.14,6.8,0.00,FEW,BKN,M
ORD,2015-09-06 02:51,73.04,78.65,6.8,0.00,FEW,BKN,M
ORD,2015-09-06 03:51,73.94,73.49,9.1,0.00,SCT,M,M
ORD,2015-09-06 04:51,73.04,78.65,9.1,0.00,SCT,M,M
ORD,2015-09-06 05:51,71.96,78.57,6.8,0.00,SCT,M,M
ORD,2015-09-06 06:51,71.96,78.57,4.6,0.00,SCT,M,M
ORD,2015-09-06 07:51,75.02,73.59,4.6,0.00,BKN,M,M
ORD,2015-09-06 08:51,78.08,68.59,9.1,0.00,SCT,M,M
ORD,2015-09-06 09:51,82.04,60.25,10.3,0.00,FEW,M,M
ORD,2015-09-06 10:51,84.92,56.98,6.8,0.00,FEW,M,M
ORD,2015-09-06 11:51,87.98,51.68,12.5,0.00,FEW,M,M
ORD,2015-09-06 12:51,89.06,46.64,11.4,0.00,FEW,FEW,M
ORD,2015-09-06 13:51,89.96,45.34,12.5,0.00,FEW,SCT,M
ORD,2015-09-06 14:51,91.94,41.04,13.7,0.00,FEW,M,M
ORD,2015-09-06 15:51,91.04,40.90,12.5,0.00,FEW,M,M
ORD,2015-09-06 16:51,91.04,40.90,14.8,0.00,FEW,M,M
ORD,2015-09-06 17:51,89.96,42.31,16.0,0.00,FEW,M,M
ORD,2015-09-06 18:51,87.98,43.37,10.3,0.00,FEW,M,M
ORD,2015-09-06 19:51,82.94,54.63,6.8,0.00,FEW,M,M
ORD,2015-09-06 20:51,80.06,62.29,6.8,0.00,FEW,M,M
ORD,2015-09-06 21:51,80.96,62.40,9.1,0.00,FEW,M,M
ORD,2015-09-06 22:51,80.06,62.29,11.4,0.00,FEW,M,M
ORD,2015-09-06 23:51,80.06,62.29,10.3,0.00,FEW,M,M
ORD,2015-09-07 00:51,80.06,59.99,8.0,0.00,BKN,M,M
ORD,2015-09-07 01:51,78.98,62.16,11.4,0.00,BKN,M,M
ORD,2015-09-07 02:51,78.08,64.03,8.0,0.00,OVC,M,M
ORD,2015-09-07 03:51,77.00,66.36,8.0,0.00,CLR,M,M
ORD,2015-09-07 04:51,77.00,68.90,8.0,0.00,OVC,M,M
ORD,2015-09-07 05:51,77.00,68.90,8.0,0.00,FEW,SCT,SCT
ORD,2015-09-07 06:51,75.92,71.42,8.0,0.00,FEW,BKN,OVC
ORD,2015-09-07 07:51,75.92,73.68,5.7,0.00,FEW,BKN,OVC
ORD,2015-09-07 08:51,77.00,71.08,6.8,0.00,FEW,BKN,BKN
ORD,2015-09-07 09:51,80.96,64.77,8.0,0.00,FEW,SCT,BKN
ORD,2015-09-07 10:51,82.94,63.03,6.8,0.00,FEW,BKN,BKN
ORD,2015-09-07 11:51,84.92,59.14,6.8,0.00,FEW,BKN,BKN
ORD,2015-09-07 12:51,84.92,60.98,11.4,0.00,FEW,SCT,BKN
ORD,2015-09-07 13:51,86.00,58.91,10.3,0.00,FEW,BKN,BKN
ORD,2015-09-07 14:51,87.08,53.18,8.0,0.00,FEW,BKN,BKN
ORD,2015-09-07 15:51,86.00,55.04,9.1,0.00,BKN,BKN,BKN
ORD,2015-09-07 16:51,86.00,58.91,6.8,0.00,FEW,BKN,BKN
ORD,2015-09-07 17:51,87.08,56.92,5.7,0.00,SCT,BKN,BKN
ORD,2015-09-07 18:51,84.92,54.90,4.6,0.00,FEW,SCT,BKN
ORD,2015-09-07 19:51,82.04,60.25,4.6,0.00,FEW,SCT,SCT
ORD,2015-09-07 20:51,82.04,58.40,0.0,0.00,FEW,SCT,BKN
ORD,2015-09-07 21:51,78.08,71.19,0.0,0.00,FEW,BKN,OVC
ORD,2015-09-07 22:51,80.06,66.70,3.4,0.00,BKN,OVC,M
ORD,2015-09-07 23:51,78.98,69.11,3.4,0.00,SCT,BKN,OVC
ORD,2015-09-08 00:51,78.08,73.88,5.7,0.00,FEW,SCT,BKN
ORD,2015-09-08 01:51,78.08,73.88,6.8,0.00,FEW,BKN,OVC
ORD,2015-09-08 02:51,77.00,78.96,4.6,0.00,FEW,FEW,BKN
ORD,2015-09-08 03:51,77.00,81.92,5.7,0.00,OVC,M,M
ORD,2015-09-08 04:51,75.92,81.85,6.8,0.02,FEW,BKN,BKN
ORD,2015-09-08 05:51,75.92,81.85,9.1,0.00,FEW,FEW,OVC
ORD,2015-09-08 06:51,75.02,84.34,8.0,0.00,FEW,SCT,OVC
ORD,2015-09-08 07:51,75.92,81.85,9.1,0.00,OVC,M,M
ORD,2015-09-08 08:51,73.94,90.73,6.8,0.01,SCT,BKN,OVC
ORD,2015-09-08 09:51,77.00,81.92,11.4,0.00,SCT,BKN,OVC
ORD,2015-09-08 10:51,80.96,71.92,11.4,0.00,FEW,SCT,OVC
ORD,2015-09-08 11:51,80.06,71.39,11.4,0.00,FEW,BKN,BKN
ORD,2015-09-08 12:07,80.06,71.39,8.0,0.00,FEW,SCT,OVC
ORD,2015-09-08 12:21,77.00,84.46,25.1,0.09,FEW,BKN,OVC
ORD,2015-09-08 12:23,75.02,87.50,22.8,0.13,FEW,BKN,OVC
ORD,2015-09-08 12:30,69.98,96.97,9.1,0.51,BKN,OVC,M
ORD,2015-09-08 12:36,69.98,96.97,10.3,0.81,BKN,OVC,M
ORD,2015-09-08 12:43,71.06,93.47,12.5,0.87,BKN,BKN,OVC
ORD,2015-09-08 12:47,71.60,94.06,9.1,0.88,BKN,BKN,OVC
ORD,2015-09-08 12:51,71.06,96.39,9.1,0.88,SCT,SCT,OVC
ORD,2015-09-08 13:13,71.96,96.99,11.4,0.01,FEW,SCT,OVC
ORD,2015-09-08 13:27,71.96,96.99,10.3,0.02,FEW,SCT,OVC
ORD,2015-09-08 13:51,73.04,93.52,11.4,0.02,FEW,BKN,OVC
ORD,2015-09-08 14:51,73.04,96.42,17.1,0.02,FEW,BKN,OVC
ORD,2015-09-08 15:51,73.04,96.42,9.1,0.02,FEW,SCT,BKN
ORD,2015-09-08 16:51,73.94,90.73,9.1,0.00,SCT,SCT,OVC
ORD,2015-09-08 17:51,73.04,90.14,9.1,0.00,FEW,FEW,SCT
ORD,2015-09-08 18:51,73.04,90.14,6.8,0.00,FEW,BKN,BKN
ORD,2015-09-08 19:51,71.06,93.47,8.0,0.07,FEW,SCT,OVC
ORD,2015-09-08 20:51,71.06,86.77,8.0,0.00,FEW,FEW,SCT
ORD,2015-09-08 21:51,69.98,90.02,8.0,0.00,FEW,SCT,OVC
ORD,2015-09-08 22:51,69.08,89.98,5.7,0.00,OVC,M,M
ORD,2015-09-08 23:51,69.08,89.98,6.8,0.00,OVC,M,M
ORD,2015-09-09 00:51,68.00,93.38,5.7,0.00,OVC,M,M
ORD,2015-09-09 01:51,68.00,93.38,4.6,0.00,OVC,M,M
ORD,2015-09-09 02:51,66.92,93.35,0.0,0.00,OVC,M,M
ORD,2015-09-09 03:51,66.02,96.31,3.4,0.00,OVC,M,M
ORD,2015-09-09 04:51,66.92,93.35,5.7,0.00,OVC,M,M
ORD,2015-09-09 05:51,66.92,90.46,6.8,0.00,OVC,M,M
ORD,2015-09-09 06:51,66.02,89.86,6.8,0.00,FEW,OVC,M
ORD,2015-09-09 07:51,66.02,87.05,9.1,0.00,FEW,OVC,M
ORD,2015-09-09 08:51,66.92,72.81,12.5,0.00,FEW,BKN,M
ORD,2015-09-09 09:51,68.00,65.31,10.3,0.00,FEW,BKN,M
ORD,2015-09-09 10:51,69.98,59.06,9.1,0.00,BKN,M,M
ORD,2015-09-09 11:51,73.04,53.24,10.3,0.00,BKN,M,M
ORD,2015-09-09 12:51,73.04,53.24,10.3,0.00,BKN,M,M
ORD,2015-09-09 13:51,73.94,51.65,8.0,0.00,FEW,BKN,M
ORD,2015-09-09 14:51,75.92,44.97,8.0,0.00,FEW,BKN,M
ORD,2015-09-09 15:51,75.92,37.30,6.8,0.00,FEW,SCT,M
ORD,2015-09-09 16:51,75.92,35.81,9.1,0.00,FEW,M,M
ORD,2015-09-09 17:51,73.94,38.26,8.0,0.00,FEW,M,M
ORD,2015-09-09 18:51,71.06,42.17,5.7,0.00,FEW,M,M
ORD,2015-09-09 19:51,69.08,48.60,5.7,0.00,FEW,M,M
ORD,2015-09-09 20:51,66.92,63.08,5.7,0.00,FEW,M,M
ORD,2015-09-09 21:51,66.02,69.94,3.4,0.00,FEW,M,M
ORD,2015-09-09 22:51,62.06,83.54,0.0,0.00,FEW,M,M
ORD,2015-09-09 23:51,60.98,86.79,0.0,0.00,FEW,FEW,M
ORD,2015-09-10 00:51,60.98,83.47,0.0,0.00,CLR,M,M
ORD,2015-09-10 01:51,57.92,93.10,0.0,0.00,FEW,M,M
ORD,2015-09-10 02:51,59.00,89.57,0.0,0.00,FEW,M,M
ORD,2015-09-10 03:51,57.92,90.11,0.0,0.00,FEW,FEW,M
ORD,2015-09-10 04:51,57.92,90.11,4.6,0.00,FEW,SCT,M
ORD,2015-09-10 05:51,55.94,93.05,0.0,0.00,BKN,BKN,M
ORD,2015-09-10 06:51,59.00,86.69,5.7,0.00,BKN,BKN,BKN
ORD,2015-09-10 07:51,62.96,86.90,5.7,0.00,FEW,BKN,BKN
ORD,2015-09-10 08:51,64.04,83.66,3.4,0.00,BKN,BKN,OVC
ORD,2015-09-10 09:20,64.94,81.07,16.0,0.00,SCT,SCT,BKN
ORD,2015-09-10 09:51,68.00,65.31,8.0,0.00,FEW,SCT,BKN
ORD,2015-09-10 10:51,73.04,53.24,8.0,0.00,FEW,SCT,SCT
ORD,2015-09-10 11:51,73.04,51.18,10.3,0.00,FEW,BKN,BKN
ORD,2015-09-10 12:51,66.02,72.72,14.8,0.00,SCT,BKN,BKN
ORD,2015-09-10 13:51,62.06,89.70,5.7,0.09,FEW,OVC,M
ORD,2015-09-10 14:05,62.06,93.22,8.0,0.05,FEW,OVC,M
ORD,2015-09-10 14:28,62.60,88.00,11.4,0.00,FEW,BKN,OVC
ORD,2015-09-10 14:51,62.06,93.22,10.3,0.11,BKN,BKN,M
ORD,2015-09-10 15:51,66.02,81.15,3.4,0.01,FEW,SCT,BKN
ORD,2015-09-10 16:51,66.92,75.69,5.7,0.00,FEW,SCT,BKN
ORD,2015-09-10 17:51,66.92,75.69,4.6,0.00,SCT,BKN,M
ORD,2015-09-10 18:51,66.02,81.15,8.0,0.00,FEW,SCT,SCT
ORD,2015-09-10 19:51,62.96,90.31,6.8,0.00,SCT,SCT,M
ORD,2015-09-10 20:51,60.08,96.22,5.7,0.00,FEW,FEW,M
ORD,2015-09-10 21:51,62.06,89.70,4.6,0.00,FEW,M,M
ORD,2015-09-10 22:51,60.98,93.19,5.7,0.00,BKN,M,M
ORD,2015-09-10 23:51,62.06,89.70,5.7,0.00,BKN,BKN,M
ORD,2015-09-11 00:51,60.98,86.79,3.4,0.00,OVC,M,M
ORD,2015-09-11 01:51,60.98,86.79,3.4,0.00,OVC,M,M
ORD,2015-09-11 02:51,60.08,89.61,4.6,0.00,SCT,OVC,M
ORD,2015-09-11 03:51,60.98,86.79,4.6,0.00,OVC,M,M
ORD,2015-09-11 04:51,60.98,86.79,3.4,0.00,OVC,M,M
ORD,2015-09-11 05:51,60.08,92.56,0.0,0.00,OVC,M,M
ORD,2015-09-11 06:23,60.08,92.56,0.0,0.01,SCT,OVC,M
ORD,2015-09-11 06:43,60.08,96.22,12.5,0.02,BKN,OVC,M
ORD,2015-09-11 06:51,60.08,92.56,18.2,0.05,BKN,OVC,M
ORD,2015-09-11 07:13,59.00,89.57,20.5,0.07,BKN,BKN,OVC
ORD,2015-09-11 07:38,59.00,87.83,8.0,0.00,FEW,BKN,OVC
ORD,2015-09-11 07:51,59.00,89.57,6.8,0.12,FEW,BKN,OVC
ORD,2015-09-11 08:51,60.08,92.56,9.1,0.00,FEW,BKN,M
ORD,2015-09-11 09:14,60.98,93.19,10.3,0.00,FEW,BKN,M
ORD,2015-09-11 09:30,60.80,93.79,11.4,0.00,BKN,OVC,M
ORD,2015-09-11 09:49,62.60,88.00,11.4,0.00,BKN,BKN,M
ORD,2015-09-11 09:51,62.96,86.90,11.4,0.00,BKN,BKN,M
ORD,2015-09-11 10:38,62.96,80.93,16.0,0.00,SCT,BKN,BKN
ORD,2015-09-11 10:51,64.04,77.92,16.0,0.00,BKN,BKN,BKN
ORD,2015-09-11 11:51,64.04,77.92,17.1,0.00,BKN,BKN,OVC
ORD,2015-09-11 12:51,62.96,72.42,16.0,0.00,BKN,BKN,BKN
ORD,2015-09-11 13:04,66.20,68.15,17.1,0.00,SCT,BKN,BKN
ORD,2015-09-11 13:44,66.02,67.69,17.1,0.00,SCT,BKN,BKN
ORD,2015-09-11 13:51,66.02,67.69,18.2,0.00,SCT,BKN,BKN
ORD,2015-09-11 14:51,64.94,65.37,21.7,0.00,BKN,BKN,BKN
ORD,2015-09-11 15:51,62.96,67.34,17.1,0.00,SCT,BKN,OVC
ORD,2015-09-11 16:51,62.06,59.99,10.3,0.00,FEW,BKN,OVC
ORD,2015-09-11 17:51,62.06,59.99,13.7,0.00,FEW,BKN,M
ORD,2015-09-11 18:51,60.98,64.46,12.5,0.00,FEW,SCT,M
ORD,2015-09-11 19:51,59.00,69.17,9.1,0.00,FEW,FEW,M
ORD,2015-09-11 20:51,57.92,71.90,8.0,0.00,FEW,FEW,M
ORD,2015-09-11 21:51,55.94,77.23,6.8,0.00,FEW,FEW,M
ORD,2015-09-11 22:51,55.04,79.80,10.3,0.00,FEW,FEW,M
ORD,2015-09-11 23:51,55.04,74.08,9.1,0.00,FEW,FEW,M
ORD,2015-09-12 00:51,53.96,77.06,8.0,0.00,FEW,FEW,M
ORD,2015-09-12 01:51,53.06,79.64,11.4,0.00,FEW,FEW,M
ORD,2015-09-12 02:51,53.06,79.64,11.4,0.00,FEW,SCT,M
ORD,2015-09-12 03:51,53.06,82.94,11.4,0.00,FEW,SCT,M
ORD,2015-09-12 04:28,53.60,81.87,10.3,0.00,BKN,BKN,M
ORD,2015-09-12 04:51,53.06,82.94,10.3,0.00,BKN,BKN,M
ORD,2015-09-12 05:34,51.98,86.30,10.3,0.00,FEW,BKN,BKN
ORD,2015-09-12 05:51,51.98,82.87,10.3,0.00,SCT,BKN,BKN
ORD,2015-09-12 06:51,53.06,79.64,8.0,0.00,FEW,BKN,BKN
ORD,2015-09-12 07:51,53.06,73.89,14.8,0.00,FEW,BKN,BKN
ORD,2015-09-12 08:51,57.02,66.65,10.3,0.00,FEW,SCT,BKN
ORD,2015-09-12 09:51,59.00,62.07,9.1,0.00,FEW,FEW,SCT
ORD,2015-09-12 10:51,60.98,55.52,12.5,0.00,FEW,SCT,BKN
ORD,2015-09-12 11:51,62.06,49.55,13.7,0.00,FEW,BKN,BKN
ORD,2015-09-12 12:51,62.06,49.55,12.5,0.00,BKN,BKN,BKN
ORD,2015-09-12 13:51,64.04,48.17,14.8,0.00,FEW,SCT,BKN
ORD,2015-09-12 14:51,62.06,44.02,14.8,0.00,SCT,SCT,M
ORD,2015-09-12 15:51,64.04,41.06,18.2,0.00,FEW,FEW,M
ORD,2015-09-12 16:51,62.96,46.37,12.5,0.00,FEW,FEW,M
ORD,2015-09-12 17:51,60.98,51.48,14.8,0.00,FEW,FEW,M
ORD,2015-09-12 18:51,59.00,57.57,10.3,0.00,FEW,FEW,M
ORD,2015-09-12 19:51,57.92,61.93,6.8,0.00,FEW,M,M
ORD,2015-09-12 20:51,55.94,66.52,4.6,0.00,FEW,M,M
ORD,2015-09-12 21:51,51.98,76.88,4.6,0.00,FEW,M,M
ORD,2015-09-12 22:51,51.98,76.88,4.6,0.00,FEW,M,M
ORD,2015-09-12 23:51,51.08,82.81,4.6,0.00,CLR,M,M
ORD,2015-09-13 00:51,50.00,82.73,3.4,0.00,FEW,M,M
ORD,2015-09-13 01:51,51.08,79.48,6.8,0.00,FEW,M,M
ORD,2015-09-13 02:51,48.92,89.73,4.6,0.00,CLR,M,M
ORD,2015-09-13 03:51,48.92,86.13,5.7,0.00,CLR,M,M
ORD,2015-09-13 04:51,50.00,82.73,5.7,0.00,BKN,M,M
ORD,2015-09-13 05:51,50.00,82.73,5.7,0.00,BKN,M,M
ORD,2015-09-13 06:51,50.00,79.94,6.8,0.00,SCT,M,M
ORD,2015-09-13 07:51,53.06,73.89,6.8,0.00,FEW,M,M
ORD,2015-09-13 08:51,59.00,59.58,8.0,0.00,FEW,M,M
ORD,2015-09-13 09:51,62.96,51.77,10.3,0.00,FEW,M,M
ORD,2015-09-13 10:51,64.94,50.32,10.3,0.00,SCT,M,M
ORD,2015-09-13 11:51,68.00,40.28,10.3,0.00,SCT,M,M
ORD,2015-09-13 12:51,66.92,41.81,11.4,0.00,BKN,M,M
ORD,2015-09-13 13:51,69.08,37.49,5.7,0.00,BKN,M,M
ORD,2015-09-13 14:51,66.92,41.81,9.1,0.00,SCT,M,M
ORD,2015-09-13 15:51,68.00,41.98,6.8,0.00,SCT,M,M
ORD,2015-09-13 16:51,69.08,40.45,5.7,0.00,FEW,FEW,M
ORD,2015-09-13 17:51,69.08,38.81,10.3,0.00,FEW,M,M
ORD,2015-09-13 18:51,66.92,43.57,6.8,0.00,CLR,M,M
ORD,2015-09-13 19:51,62.96,51.77,5.7,0.00,CLR,M,M
ORD,2015-09-13 20:51,60.08,59.72,9.1,0.00,CLR,M,M
ORD,2015-09-13 21:51,60.98,57.84,6.8,0.00,CLR,M,M
ORD,2015-09-13 22:51,59.00,62.07,6.8,0.00,CLR,M,M
ORD,2015-09-13 23:51,57.02,66.65,4.6,0.00,CLR,M,M
ORD,2015-09-14 00:51,57.02,66.65,4.6,0.00,CLR,M,M
ORD,2015-09-14 01:51,55.94,69.30,4.6,0.00,CLR,M,M
ORD,2015-09-14 02:51,53.06,76.98,5.7,0.00,CLR,M,M
