Day of Week,Time,Attendence,Place in Quarter,W1,W2,W3,W4,W5,W6,W7,W8
2,1430,Moderately Crowded,3,0.8648648648648649,68.00,35.79,8.0,0.00,FEW,M,M
2,1830,Jam Packed Very Crowded,1,0.012345679012345678,73.04,46.04,8.0,0.00,FEW,SCT,M
3,2230,Not Crowded,1,0.6296296296296297,51.08,92.28,12.5,0.08,FEW,BKN,BKN
7,1900,Not Crowded,1,0.16049382716049382,55.94,86.52,8.0,0.00,BKN,OVC,M
1,1600,Moderately Crowded,1,0.345679012345679,71.96,28.94,22.8,0.00,SCT,BKN,M
1,2200,Not Crowded,0,0,42.98,82.24,10.3,0.00,OVC,M,M
3,800,Moderately Crowded,1,0.5432098765432098,55.94,100.00,6.8,0.00,OVC,M,M
3,700,Pretty Crowded,3,0.6891891891891891,44.06,57.50,4.6,0.00,BKN,BKN,BKN
7,2230,Not Crowded,0,0,26.96,71.69,10.3,0.00,OVC,M,M
1,1500,Not Crowded,0,0,71.96,40.90,19.4,0.00,BKN,M,M
3,1100,Not Crowded,3,0.972972972972973,86.00,51.40,13.7,0.00,FEW,FEW,BKN
2,2130,Pretty Crowded,1,0.35802469135802467,60.98,75.14,14.8,0.11,OVC,M,M
4,1230,Not Crowded,2,0.5135135135135135,17.96,44.54,6.8,0.00,FEW,FEW,M
5,2200,Not Crowded,3,0.2328767123287671,48.92,58.61,5.7,0.00,CLR,M,M
4,1330,Not Crowded,4,0,84.02,38.31,3.4,0.00,BKN,M,M
6,1630,Not Crowded,0,0,80.06,42.16,13.7,0.00,FEW,BKN,M
5,1200,Pretty Crowded,2,0.24324324324324326,26.96,81.03,9.1,0.00,SCT,OVC,M
3,2330,Not Crowded,4,0,69.98,56.78,3.4,0.00,SCT,M,M
1,2300,Not Crowded,2,0.1891891891891892,1.94,68.71,11.4,0.00,CLR,M,M
2,1800,Moderately Crowded,1,0.8765432098765432,39.92,76.32,9.1,0.00,OVC,M,M
5,900,Not Crowded,1,0.30864197530864196,48.02,53.63,14.8,0.00,FEW,M,M
4,1930,Moderately Crowded,4,0,60.98,64.46,10.3,0.00,BKN,M,M
1,1700,Jam Packed Very Crowded,3,0.0945945945945946,44.96,68.05,11.4,0.00,OVC,M,M
2,630,Moderately Crowded,0,0,59.00,66.88,6.8,0.00,BKN,M,M
7,830,Moderately Crowded,3,0.6486486486486487,68.00,93.38,14.8,0.00,BKN,OVC,M
4,1100,Moderately Crowded,3,0.4189189189189189,48.92,58.61,17.1,0.00,BKN,BKN,M
4,600,Not Crowded,3,0.04054054054054054,50.00,82.73,11.4,0.00,SCT,BKN,OVC
1,830,Moderately Crowded,1,0.08641975308641975,68.00,87.16,6.8,0.00,OVC,M,M
6,1630,Moderately Crowded,2,0.5405405405405406,15.08,39.71,6.8,0.00,FEW,M,M
3,1400,Not Crowded,4,0,75.92,53.65,6.8,0.00,SCT,SCT,BKN
1,2030,Not Crowded,3,0.6621621621621622,55.94,54.80,20.5,0.00,CLR,M,M
2,1500,Moderately Crowded,1,0.18518518518518517,69.08,50.60,0.0,0.00,FEW,FEW,M
7,1330,Not Crowded,0,0,84.02,44.45,13.7,0.00,SCT,BKN,M
4,1500,Not Crowded,0,0,37.04,88.57,16.0,0.00,OVC,M,M
1,1000,Not Crowded,0,0,44.06,70.42,9.1,0.00,OVC,M,M
5,1030,Moderately Crowded,1,0.654320987654321,42.08,50.42,25.1,0.00,FEW,M,M
4,1000,Not Crowded,1,0.4691358024691358,42.08,75.98,19.4,0.00,BKN,M,M
2,730,Not Crowded,0,0,73.04,93.52,3.4,0.00,FEW,M,M
6,1000,Not Crowded,0,0,51.98,92.93,0.0,0.00,OVC,M,M
7,2330,Not Crowded,1,0.6790123456790124,53.06,48.16,12.5,0.00,SCT,BKN,M
1,1230,Not Crowded,0,0,46.04,38.12,5.7,0.00,SCT,SCT,SCT
6,1930,Not Crowded,2,0.06756756756756757,32.00,92.29,16.0,0.00,BKN,BKN,OVC
4,1730,Pretty Crowded,2,0.5135135135135135,17.96,51.36,5.7,0.00,FEW,FEW,SCT
3,1330,Moderately Crowded,3,0.1095890410958904,48.02,92.81,10.3,0.01,BKN,OVC,M
2,700,Not Crowded,1,0.9629629629629629,39.92,89.34,9.1,0.00,OVC,M,M
6,730,Not Crowded,4,0,69.98,70.81,0.0,0.00,SCT,OVC,M
5,1200,Not Crowded,4,0,84.02,60.87,10.3,0.00,BKN,M,M
6,1400,Not Crowded,4,0,78.98,43.68,4.6,0.00,FEW,M,M
6,630,Not Crowded,1,0.06172839506172839,60.08,89.61,4.6,0.00,SCT,M,M
1,2300,Not Crowded,4,0,69.98,84.04,5.7,0.00,FEW,FEW,M
1,1030,Not Crowded,0,0,69.08,45.12,17.1,0.00,FEW,M,M
2,1130,Moderately Crowded,2,0.8648648648648649,68.00,54.66,23.9,0.00,FEW,SCT,BKN
7,1700,Moderately Crowded,2,0.2702702702702703,30.02,78.27,0.0,0.00,SCT,OVC,M
6,1900,Not Crowded,0,0,68.00,93.38,4.6,0.00,FEW,SCT,OVC
2,2230,Not Crowded,3,0.2876712328767123,53.06,71.40,9.1,0.00,OVC,M,M
4,1700,Pretty Crowded,2,0.7972972972972973,30.92,85.05,10.3,0.00,OVC,M,M
3,1730,Pretty Crowded,2,0.8783783783783784,59.00,83.34,8.0,0.00,FEW,OVC,M
1,930,Not Crowded,0,0,50.00,82.73,13.7,0.01,FEW,BKN,OVC
4,930,Moderately Crowded,3,0.6081081081081081,57.92,55.47,12.5,0.00,BKN,OVC,M
1,2000,Moderately Crowded,3,0.273972602739726,68.00,33.12,4.6,0.00,BKN,M,M
5,1030,Moderately Crowded,2,0.527027027027027,19.94,59.40,19.4,0.00,FEW,BKN,M
3,1500,Not Crowded,0,0,55.94,86.52,19.4,0.00,BKN,BKN,OVC
5,1700,Pretty Crowded,2,0.05405405405405406,39.92,100.00,3.4,0.00,OVC,M,M
6,800,Not Crowded,3,0.06756756756756757,37.04,53.97,12.5,0.00,FEW,FEW,M
7,1030,Not Crowded,4,0,78.80,50.69,9.1,0.00,SCT,M,M
4,1100,Not Crowded,0,0,73.04,51.18,10.3,0.00,FEW,BKN,BKN
2,2300,Not Crowded,3,0.3918918918918919,44.06,65.07,0.0,0.00,SCT,M,M
1,1800,Moderately Crowded,2,0.9459459459459459,50.00,76.71,8.0,0.00,OVC,M,M
3,1430,Not Crowded,3,0.40540540540540543,59.00,40.54,8.0,0.00,BKN,BKN,M
6,1830,Moderately Crowded,1,0.32098765432098764,46.04,41.74,5.7,0.00,FEW,FEW,M
3,1300,Not Crowded,2,0.5,17.06,53.39,11.4,0.00,BKN,M,M
5,1800,Moderately Crowded,4,0,60.08,89.61,13.7,0.01,OVC,M,M
6,2030,Not Crowded,2,0.8243243243243243,35.06,72.03,8.0,0.00,OVC,M,M
7,1330,Not Crowded,4,0,80.06,62.29,4.6,0.00,BKN,BKN,M
1,1930,Not Crowded,0,0,77.00,68.90,3.4,0.00,SCT,BKN,M
3,2330,Not Crowded,3,0.12162162162162163,42.98,92.65,9.1,0.01,OVC,M,M
2,1130,Not Crowded,3,0.9594594594594594,77.00,48.19,9.1,0.00,FEW,OVC,M
5,930,Not Crowded,3,0.136986301369863,35.96,92.43,10.3,0.02,BKN,OVC,M
1,1230,Moderately Crowded,3,0.0821917808219178,33.98,66.72,14.8,0.00,OVC,M,M
1,2300,Not Crowded,0,0,62.06,55.68,9.1,0.00,OVC,M,M
2,2300,Not Crowded,2,0.3918918918918919,37.04,100.00,3.4,0.00,VV ,M,M
7,1000,Not Crowded,2,0.5540540540540541,17.06,50.79,12.5,0.00,FEW,BKN,BKN
6,1630,Moderately Crowded,3,0.918918918918919,68.00,54.66,10.3,0.00,BKN,M,M
1,2230,Not Crowded,0,0,35.96,85.37,4.6,0.00,CLR,M,M
1,1530,Moderately Crowded,2,0.0945945945945946,17.06,80.22,11.4,0.00,BKN,OVC,M
2,900,Not Crowded,2,0.6756756756756757,37.94,64.29,5.7,0.00,FEW,OVC,M
5,1400,Moderately Crowded,1,0.654320987654321,46.04,39.90,16.0,0.00,SCT,M,M
5,1500,Pretty Crowded,3,0.136986301369863,39.92,57.33,20.5,0.00,FEW,SCT,OVC
3,1730,Pretty Crowded,4,0,75.02,57.47,12.5,0.00,FEW,SCT,BKN
1,1900,Pretty Crowded,1,0.6049382716049383,46.04,62.56,0.0,0.00,BKN,M,M
6,630,Not Crowded,2,0.35135135135135137,35.06,84.69,6.8,0.00,SCT,M,M
2,1000,Moderately Crowded,3,0.1917808219178082,42.08,42.69,9.1,0.00,CLR,M,M
7,1700,Not Crowded,0,0,86.00,47.97,14.8,0.00,FEW,M,M
1,1130,Moderately Crowded,1,0.0,69.08,45.12,0.0,0.00,CLR,M,M
2,1630,Not Crowded,3,0.6756756756756757,51.08,60.60,8.0,0.00,BKN,M,M
1,2000,Pretty Crowded,3,0.0821917808219178,30.92,60.97,11.4,0.00,OVC,M,M
3,1600,Not Crowded,4,0,71.96,44.06,10.3,0.00,FEW,FEW,BKN
7,1800,Not Crowded,3,0.08108108108108109,48.92,49.64,10.3,0.00,SCT,BKN,M
4,1500,Not Crowded,3,0.13513513513513514,66.02,87.05,6.8,0.05,FEW,SCT,OVC
6,1200,Not Crowded,0,0,30.02,68.81,10.3,0.00,CLR,M,M
6,1230,Not Crowded,0,0,50.00,56.30,5.7,0.00,FEW,SCT,M
2,1900,Moderately Crowded,0,0,82.94,69.53,8.0,0.00,FEW,M,M
3,1730,Pretty Crowded,3,0.3972602739726027,42.98,79.38,11.4,0.04,SCT,BKN,OVC
2,2200,Moderately Crowded,2,0.8648648648648649,62.96,75.33,19.4,0.00,FEW,BKN,BKN
4,1230,Not Crowded,1,0.8148148148148148,55.04,89.40,17.1,0.00,BKN,BKN,OVC
7,1200,Not Crowded,3,0.2602739726027397,78.08,24.60,8.0,0.00,FEW,FEW,M
1,1400,Moderately Crowded,2,0.28378378378378377,37.94,72.87,12.5,0.00,BKN,OVC,M
5,600,Not Crowded,1,0.2222222222222222,55.94,77.23,13.7,0.00,BKN,OVC,M
7,1730,Moderately Crowded,0,0,68.00,40.28,10.3,0.00,FEW,FEW,M
7,1830,Moderately Crowded,1,0.41975308641975306,48.92,63.39,8.0,0.00,CLR,M,M
6,600,Not Crowded,0,0,71.06,86.77,4.6,0.00,SCT,BKN,BKN
1,800,Not Crowded,3,0.1891891891891892,57.02,89.48,14.8,0.00,SCT,BKN,BKN
2,930,Not Crowded,2,0.9594594594594594,48.92,89.73,10.3,0.00,OVC,M,M
3,1530,Not Crowded,0,0,73.94,51.65,17.1,0.00,SCT,SCT,BKN
3,600,Not Crowded,3,0.7837837837837838,64.04,83.66,14.8,0.00,BKN,BKN,M
4,1630,Not Crowded,3,0.6081081081081081,64.94,50.32,13.7,0.00,SCT,BKN,OVC
4,1600,Moderately Crowded,2,0.7027027027027027,33.98,56.02,14.8,0.00,OVC,M,M
2,930,Not Crowded,2,0.7702702702702703,28.04,84.87,19.4,0.00,OVC,M,M
4,1300,Not Crowded,3,0.9864864864864865,68.00,78.25,8.0,0.03,FEW,SCT,BKN
3,1730,Jam Packed Very Crowded,2,0.12162162162162163,21.02,77.45,8.0,0.00,BKN,M,M
2,1900,Pretty Crowded,1,0.2716049382716049,53.96,66.28,0.0,0.00,FEW,FEW,M
1,800,Not Crowded,0,0,69.98,96.97,3.4,0.00,SCT,BKN,OVC
3,900,Moderately Crowded,2,0.02702702702702703,30.02,68.81,10.3,0.00,BKN,M,M
5,2330,Not Crowded,3,0.0410958904109589,37.04,56.48,14.8,0.00,FEW,M,M
1,1600,Moderately Crowded,1,0.9506172839506173,37.04,92.46,8.0,0.00,OVC,M,M
4,1530,Moderately Crowded,1,0.2962962962962963,66.02,28.01,14.8,0.00,FEW,BKN,BKN
1,2230,Not Crowded,1,0.43209876543209874,53.96,69.08,8.0,0.00,FEW,OVC,M
1,1430,Moderately Crowded,1,0.5185185185185185,71.96,32.60,13.7,0.00,SCT,M,M
6,1730,Moderately Crowded,0,0,69.08,38.81,10.3,0.00,FEW,M,M
4,1830,Pretty Crowded,1,0.2962962962962963,59.00,26.90,21.7,0.00,FEW,M,M
7,2230,Not Crowded,2,0.7432432432432432,35.96,78.79,16.0,0.00,OVC,M,M
1,1100,Moderately Crowded,2,0.0945945945945946,8.06,72.46,4.6,0.00,OVC,M,M
2,2230,Not Crowded,0,0,64.94,60.77,9.1,0.00,CLR,M,M
2,1430,Not Crowded,3,0.1917808219178082,46.04,45.33,13.7,0.00,FEW,M,M
2,1330,Moderately Crowded,1,0.18518518518518517,66.92,58.65,3.4,0.00,FEW,FEW,FEW
3,1530,Moderately Crowded,2,0.5945945945945946,30.92,55.99,10.3,0.00,FEW,M,M
7,1630,Moderately Crowded,1,0.9382716049382716,39.92,76.32,3.4,0.00,SCT,BKN,BKN
4,2300,Not Crowded,0,0,71.06,86.77,8.0,0.00,SCT,BKN,M
5,2030,Not Crowded,1,0.3950617283950617,57.92,86.63,9.1,0.00,BKN,OVC,M
2,2330,Not Crowded,4,0,62.06,62.04,12.5,0.00,FEW,M,M
2,1800,Pretty Crowded,3,0.0,51.98,39.40,13.7,0.00,BKN,M,M
1,2100,Pretty Crowded,1,0.08641975308641975,73.04,73.41,0.0,0.00,OVC,M,M
4,600,Not Crowded,4,0,66.92,93.35,6.8,0.00,FEW,BKN,OVC
1,1030,Moderately Crowded,2,0.0945945945945946,6.98,72.34,8.0,0.00,BKN,OVC,M
6,2330,Not Crowded,3,0.6351351351351351,68.00,87.16,9.1,0.00,FEW,SCT,M
6,1200,Not Crowded,1,0.14814814814814814,51.98,63.33,18.2,0.00,OVC,M,M
6,800,Not Crowded,2,0.8243243243243243,35.06,88.47,6.8,0.00,OVC,M,M
6,1530,Moderately Crowded,2,0.35135135135135137,44.06,67.45,5.7,0.00,BKN,BKN,OVC
1,1100,Moderately Crowded,1,0.43209876543209874,57.92,51.02,5.7,0.00,BKN,M,M
5,930,Not Crowded,1,0.30864197530864196,48.02,53.63,14.8,0.00,FEW,M,M
3,900,Not Crowded,1,0.9753086419753086,44.96,82.38,9.1,0.00,FEW,M,M
3,730,Not Crowded,0,0,26.96,92.12,5.7,0.02,BKN,OVC,M
2,1200,Moderately Crowded,3,0.4864864864864865,50.00,96.05,10.3,0.00,OVC,M,M
2,1430,Pretty Crowded,2,0.013513513513513514,32.00,63.51,13.7,0.00,SCT,BKN,M
3,1100,Not Crowded,0,0,71.96,55.22,16.0,0.00,FEW,SCT,M
5,1500,Not Crowded,4,0,86.00,28.90,17.1,0.00,FEW,M,M
6,1830,Not Crowded,0,0,48.02,60.62,8.0,0.00,FEW,SCT,BKN
7,1600,Moderately Crowded,2,0.4594594594594595,42.08,70.20,13.7,0.00,FEW,SCT,M
1,1230,Not Crowded,0,0,73.04,93.52,6.8,0.29,FEW,SCT,BKN
2,600,Moderately Crowded,3,0.581081081081081,48.02,67.92,21.7,0.00,OVC,M,M
2,700,Moderately Crowded,1,0.09876543209876543,60.98,86.79,20.5,0.00,OVC,M,M
4,1130,Moderately Crowded,2,0.6081081081081081,37.04,69.63,19.4,0.00,BKN,OVC,M
3,2300,Not Crowded,1,0.7160493827160493,48.02,70.86,14.8,0.00,SCT,BKN,OVC
3,1400,Not Crowded,0,0,53.06,66.17,20.5,0.00,BKN,BKN,BKN
7,1200,Not Crowded,1,0.7654320987654321,24.98,65.58,10.3,0.00,FEW,M,M
3,830,Not Crowded,2,0.12162162162162163,5.00,72.11,5.7,0.00,SCT,OVC,M
4,1000,Moderately Crowded,0,0,77.00,57.73,13.7,0.00,FEW,SCT,M
6,1800,Moderately Crowded,1,0.32098765432098764,46.04,41.74,5.7,0.00,FEW,FEW,M
4,1530,Not Crowded,4,0,80.06,46.79,12.5,0.00,SCT,SCT,M
4,1730,Moderately Crowded,2,0.9864864864864865,53.06,34.89,16.0,0.00,SCT,SCT,M
5,1800,Not Crowded,3,0.6216216216216216,73.04,61.41,8.0,0.00,FEW,SCT,OVC
4,1030,Moderately Crowded,3,0.410958904109589,44.06,82.31,11.4,0.00,OVC,M,M
6,1330,Pretty Crowded,3,0.4383561643835616,44.60,93.35,20.5,M,FEW,BKN,OVC
5,2230,Not Crowded,3,0.9054054054054054,57.02,77.32,14.8,0.00,FEW,FEW,M
7,2000,Moderately Crowded,3,0.17567567567567569,59.00,47.39,6.8,0.00,BKN,OVC,M
6,1430,Not Crowded,0,0,69.08,89.98,4.6,0.00,SCT,BKN,OVC
6,1700,Not Crowded,0,0,42.08,95.92,8.0,0.01,OVC,M,M
4,1730,Pretty Crowded,1,0.7283950617283951,37.94,46.09,18.2,0.00,FEW,M,M
3,1900,Not Crowded,3,0.972972972972973,75.02,57.47,3.4,0.00,FEW,BKN,BKN
2,1100,Moderately Crowded,2,0.4864864864864865,17.96,64.65,12.5,0.00,BKN,BKN,M
6,1630,Not Crowded,0,0,41.00,64.68,11.4,0.00,BKN,M,M
1,1430,Moderately Crowded,3,0.3698630136986301,78.98,43.68,17.1,0.00,SCT,BKN,BKN
4,2200,Not Crowded,2,0.6081081081081081,39.02,69.86,19.4,0.00,FEW,BKN,M
7,1300,Moderately Crowded,1,0.5925925925925926,51.98,39.40,6.8,0.00,FEW,M,M
5,1400,Moderately Crowded,3,0.2328767123287671,66.92,31.80,10.3,0.00,CLR,M,M
4,2200,Not Crowded,1,0.6419753086419753,42.98,57.35,20.5,0.00,OVC,M,M
5,1030,Moderately Crowded,3,0.3287671232876712,44.96,79.54,16.0,0.00,OVC,M,M
2,1700,Pretty Crowded,4,0,78.08,43.26,13.7,0.00,SCT,SCT,M
7,2130,Not Crowded,1,0.8518518518518519,41.00,57.06,9.1,0.00,BKN,M,M
1,630,Moderately Crowded,2,0.5675675675675675,19.94,96.23,4.6,0.00,OVC,M,M
7,2000,Not Crowded,1,0.07407407407407407,66.92,84.38,8.0,0.00,BKN,M,M
5,830,Not Crowded,0,0,69.98,54.94,8.0,0.00,FEW,FEW,M
6,1030,Moderately Crowded,3,0.06756756756756757,44.96,33.55,18.2,0.00,FEW,FEW,M
5,2230,Not Crowded,4,0,75.02,66.13,5.7,0.00,FEW,M,M
1,2230,Not Crowded,2,0.0,26.96,62.83,9.1,0.00,BKN,M,M
6,800,Not Crowded,0,0,57.02,66.65,10.3,0.00,FEW,SCT,BKN
4,1400,Moderately Crowded,3,0.04054054054054054,60.08,72.13,14.8,0.00,FEW,FEW,SCT
1,1100,Not Crowded,0,0,80.06,64.26,3.4,0.00,FEW,M,M
5,2000,Moderately Crowded,2,0.24324324324324326,26.06,80.96,11.4,0.04,FEW,SCT,M
1,730,Moderately Crowded,3,0.0821917808219178,33.98,69.28,14.8,0.00,OVC,M,M
6,1430,Not Crowded,4,0,86.00,35.95,16.0,0.00,SCT,SCT,M
3,1900,Pretty Crowded,3,0.3013698630136986,60.08,83.41,11.4,0.02,BKN,BKN,OVC
1,1500,Not Crowded,2,0.1891891891891892,6.08,53.90,13.7,0.00,FEW,M,M
2,700,Moderately Crowded,1,0.18518518518518517,55.94,90.03,3.4,0.00,SCT,BKN,OVC
4,2300,Not Crowded,0,0,30.02,74.81,16.0,0.00,OVC,M,M
7,1230,Not Crowded,4,0,77.00,37.21,8.0,0.00,FEW,FEW,BKN
6,730,Not Crowded,2,0.44594594594594594,26.06,84.10,10.3,0.00,FEW,M,M
1,900,Moderately Crowded,3,0.0945945945945946,51.98,58.62,4.6,0.00,OVC,M,M
7,1630,Moderately Crowded,1,0.5061728395061729,60.08,47.22,6.8,0.00,FEW,M,M
4,1830,Moderately Crowded,3,0.4189189189189189,48.02,58.07,14.8,0.00,FEW,M,M
6,1230,Not Crowded,4,0,84.02,67.15,11.4,0.00,BKN,BKN,M
7,2100,Moderately Crowded,3,0.0684931506849315,66.02,41.67,14.8,0.00,BKN,OVC,M
2,1930,Not Crowded,3,0.581081081081081,51.08,56.05,9.1,0.00,BKN,M,M
3,1300,Not Crowded,2,0.972972972972973,53.96,39.72,33.1,0.00,SCT,SCT,M
4,900,Not Crowded,3,0.8918918918918919,71.06,68.25,9.1,0.00,BKN,BKN,BKN
7,830,Not Crowded,3,0.17567567567567569,51.08,54.09,9.1,0.00,BKN,M,M
7,930,Not Crowded,1,0.7654320987654321,17.96,84.20,0.0,0.00,FEW,FEW,M
5,1300,Moderately Crowded,2,0.43243243243243246,33.08,55.89,9.1,0.00,FEW,BKN,M
7,2330,Not Crowded,0,0,35.06,69.40,23.9,0.00,OVC,M,M
3,1030,Not Crowded,2,0.40540540540540543,35.96,85.37,13.7,0.00,OVC,M,M
4,1230,Not Crowded,0,0,26.06,65.21,14.8,0.00,BKN,M,M
4,1800,Moderately Crowded,1,0.4691358024691358,46.04,67.69,16.0,0.00,OVC,M,M
7,930,Not Crowded,3,0.2702702702702703,60.98,37.78,10.3,0.00,FEW,SCT,BKN
1,1600,Moderately Crowded,1,0.5185185185185185,68.00,34.55,12.5,0.00,FEW,M,M
5,2230,Not Crowded,0,0,69.98,78.41,5.7,0.00,OVC,M,M
2,1000,Not Crowded,2,0.10810810810810811,8.06,62.75,17.1,0.00,FEW,M,M
6,2030,Not Crowded,3,0.8243243243243243,46.04,82.45,20.5,0.03,FEW,OVC,M
1,630,Not Crowded,1,0.6049382716049383,30.92,88.92,0.0,0.00,CLR,M,M
5,2000,Not Crowded,4,0,82.94,65.00,11.4,0.00,FEW,BKN,OVC
1,1230,Moderately Crowded,2,0.8513513513513513,59.00,64.22,18.2,0.00,FEW,BKN,M
3,1630,Pretty Crowded,2,0.3108108108108108,33.08,63.17,19.4,0.00,SCT,BKN,M
1,1500,Not Crowded,4,0,71.06,86.77,6.8,0.01,FEW,SCT,BKN
7,800,Not Crowded,3,0.0684931506849315,33.98,53.91,16.0,0.00,BKN,M,M
5,600,Not Crowded,2,0.14864864864864866,41.00,85.67,11.4,0.00,FEW,BKN,M
4,930,Moderately Crowded,0,0,75.02,59.72,14.8,0.00,FEW,SCT,M
1,2100,Pretty Crowded,3,0.28378378378378377,42.98,62.16,11.4,0.00,FEW,SCT,M
5,2300,Not Crowded,3,0.3287671232876712,42.08,72.78,8.0,0.00,FEW,M,M
1,1530,Moderately Crowded,1,0.8641975308641975,44.06,70.42,11.4,0.01,OVC,M,M
2,1400,Not Crowded,3,0.581081081081081,53.06,58.77,17.1,0.00,SCT,OVC,M
2,700,Not Crowded,4,0,64.04,86.95,6.8,0.00,FEW,M,M
3,900,Not Crowded,2,0.7837837837837838,21.92,41.26,5.7,0.00,FEW,FEW,M
6,1030,Pretty Crowded,3,0.3424657534246575,53.96,66.28,3.4,0.00,SCT,SCT,M
3,1830,Moderately Crowded,2,0.5,14.00,58.02,11.4,0.00,BKN,BKN,BKN
2,830,Moderately Crowded,1,0.5308641975308642,55.94,80.40,5.7,0.00,CLR,M,M
5,1230,Moderately Crowded,2,0.14864864864864866,37.04,78.31,10.3,0.00,FEW,BKN,OVC
3,2000,Pretty Crowded,3,0.3013698630136986,57.92,90.11,6.8,0.17,FEW,SCT,OVC
7,1830,Not Crowded,2,0.6486486486486487,33.98,75.20,10.3,0.00,OVC,M,M
4,1430,Pretty Crowded,3,0.0273972602739726,62.06,69.51,17.1,0.01,FEW,SCT,SCT
1,730,Not Crowded,1,0.691358024691358,44.96,70.52,8.0,0.00,SCT,SCT,M
7,1330,Moderately Crowded,1,0.16049382716049382,55.94,80.40,12.5,0.00,OVC,M,M
7,800,Moderately Crowded,3,0.6486486486486487,68.00,93.38,14.8,0.00,BKN,OVC,M
5,1230,Not Crowded,1,0.7407407407407407,39.92,35.95,9.1,0.00,SCT,OVC,M
3,2000,Moderately Crowded,2,0.02702702702702703,35.06,72.03,8.0,0.00,OVC,M,M
7,730,Not Crowded,3,0.5540540540540541,46.04,95.99,11.4,0.00,OVC,M,M
7,1430,Not Crowded,3,0.8378378378378378,53.96,56.86,14.8,0.00,OVC,M,M
2,1500,Moderately Crowded,2,0.3918918918918919,35.96,96.49,14.8,0.01,BKN,OVC,M
1,2030,Jam Packed Very Crowded,1,0.345679012345679,64.94,35.55,22.8,0.00,BKN,BKN,M
4,730,Not Crowded,3,0.2191780821917808,42.98,57.35,6.8,0.00,FEW,M,M
3,1100,Not Crowded,4,0,78.08,41.86,5.7,0.00,FEW,SCT,BKN
6,1600,Moderately Crowded,1,0.7530864197530864,26.96,92.12,18.2,0.00,SCT,OVC,M
1,1030,Not Crowded,2,0.1891891891891892,3.02,56.30,16.0,0.00,FEW,M,M
1,1200,Pretty Crowded,3,0.0821917808219178,33.98,66.72,14.8,0.00,OVC,M,M
5,2030,Moderately Crowded,3,0.4246575342465753,42.98,82.24,8.0,0.00,OVC,M,M
4,800,Moderately Crowded,1,0.037037037037037035,66.02,72.72,8.0,0.00,BKN,M,M
2,1700,Pretty Crowded,2,0.6756756756756757,35.96,69.51,9.1,0.00,BKN,M,M
5,700,Not Crowded,3,0.136986301369863,35.96,81.72,9.1,0.00,BKN,OVC,M
3,1900,Pretty Crowded,2,0.02702702702702703,35.06,72.03,9.1,0.00,OVC,M,M
4,1430,Pretty Crowded,2,0.04054054054054054,39.02,61.63,8.0,0.00,OVC,M,M
5,730,Not Crowded,1,0.13580246913580246,53.06,66.17,17.1,0.00,FEW,SCT,M
7,830,Not Crowded,4,0,78.08,73.88,12.5,0.00,FEW,SCT,BKN
7,2000,Moderately Crowded,3,0.2602739726027397,62.96,39.47,3.4,0.00,FEW,M,M
1,600,Not Crowded,2,0.28378378378378377,26.06,84.10,6.8,0.00,BKN,M,M
1,1300,Moderately Crowded,1,0.08641975308641975,75.92,68.78,3.4,0.00,SCT,BKN,OVC
6,2100,Not Crowded,3,0.25675675675675674,48.02,58.07,9.1,0.00,BKN,BKN,M
6,1100,Not Crowded,4,0,77.00,53.80,5.7,0.00,FEW,BKN,OVC
3,1800,Moderately Crowded,0,0,77.00,44.84,10.3,0.00,CLR,M,M
6,1400,Not Crowded,0,0,86.00,51.40,13.7,0.00,FEW,BKN,BKN
1,1700,Jam Packed Very Crowded,1,0.1728395061728395,57.92,90.11,8.0,0.00,OVC,M,M
7,1630,Moderately Crowded,1,0.7654320987654321,23.00,67.96,16.0,0.00,SCT,BKN,M
6,1600,Not Crowded,0,0,78.08,62.05,11.4,0.00,BKN,BKN,OVC
4,2130,Moderately Crowded,3,0.4189189189189189,42.98,73.39,5.7,0.00,CLR,M,M
3,930,Not Crowded,3,0.8783783783783784,64.94,62.83,4.6,0.00,FEW,SCT,M
3,1400,Moderately Crowded,1,0.024691358024691357,78.08,34.72,10.3,0.00,SCT,M,M
6,1500,Not Crowded,3,0.7297297297297297,78.98,24.73,8.0,0.00,FEW,SCT,M
2,1230,Moderately Crowded,2,0.2972972972972973,28.94,78.18,19.4,0.00,OVC,M,M
7,2230,Not Crowded,0,0,60.08,86.18,18.2,0.02,SCT,BKN,OVC
1,2100,Moderately Crowded,2,0.47297297297297297,23.00,84.54,13.7,0.06,FEW,SCT,OVC
2,1230,Not Crowded,0,0,66.02,56.23,6.8,0.00,BKN,M,M
2,1300,Not Crowded,0,0,30.02,81.27,13.7,0.00,OVC,M,M
1,1530,Not Crowded,4,0,87.08,41.61,13.7,0.00,FEW,SCT,M
2,1830,Moderately Crowded,0,0,66.02,48.47,9.1,0.00,BKN,M,M
1,1330,Not Crowded,2,0.7567567567567568,50.00,49.81,16.0,0.00,FEW,BKN,OVC
5,1330,Not Crowded,0,0,26.06,77.32,16.0,0.00,BKN,BKN,M
3,600,Not Crowded,0,0,71.96,87.35,4.6,0.00,FEW,FEW,M
2,1200,Not Crowded,1,0.5308641975308642,68.00,63.21,8.0,0.00,CLR,M,M
5,1230,Not Crowded,0,0,80.06,43.56,10.3,0.00,FEW,M,M
7,2130,Not Crowded,4,0,73.04,68.47,8.0,0.00,FEW,BKN,M
