Day of Week,Time,Attendence,Place in Quarter,W1,W2,W3,W4,W5,W6,W7,W8
4,1930,83,1,0.4691358024691358,46.04,65.32,8.0,0.00,OVC,M,M
2,1830,108,1,0.5308641975308642,55.94,90.03,5.7,0.00,FEW,M,M
7,2200,0,0,0,33.98,69.28,3.4,0.00,FEW,M,M
7,600,0,1,0.3333333333333333,33.98,75.20,5.7,0.00,FEW,M,M
1,2330,0,3,0.5675675675675675,51.98,63.33,18.2,0.00,OVC,M,M
7,1730,0,3,0.5540540540540541,53.06,85.78,8.0,0.00,BKN,M,M
3,1530,28,4,0,62.96,65.14,10.3,0.00,FEW,SCT,OVC
4,1800,85,4,0,80.96,45.44,9.1,0.00,FEW,M,M
1,1600,71,3,0.9459459459459459,71.06,70.47,10.3,0.03,FEW,SCT,BKN
7,1300,12,0,0,75.92,48.34,16.0,0.00,FEW,FEW,M
2,1830,79,3,0.3835616438356164,42.08,88.81,14.8,0.00,OVC,M,M
5,2300,0,1,0.5679012345679012,41.00,82.09,5.7,0.00,FEW,M,M
3,700,12,4,0,59.00,80.64,9.1,0.00,FEW,OVC,M
7,1900,0,4,0,86.00,61.12,18.2,0.00,FEW,SCT,BKN
1,1930,77,3,0.3698630136986301,78.98,42.00,17.1,0.00,FEW,SCT,SCT
1,800,7,0,0,30.92,85.05,26.2,0.03,BKN,OVC,M
2,630,25,4,0,73.04,78.65,4.6,0.00,FEW,FEW,M
2,1330,0,0,0,30.02,81.27,13.7,0.00,OVC,M,M
7,1200,29,3,0.6486486486486487,75.92,73.68,21.7,0.00,BKN,OVC,M
6,630,0,3,0.44594594594594594,51.98,66.04,0.0,0.00,SCT,M,M
2,1130,45,3,0.2972972972972973,48.02,42.07,27.4,0.00,BKN,M,M
5,1600,73,2,0.9054054054054054,48.92,54.15,10.3,0.00,SCT,M,M
5,1730,122,2,0.14864864864864866,32.00,92.29,14.8,0.00,OVC,M,M
4,1730,98,0,0,69.08,89.98,3.4,0.09,SCT,OVC,M
4,1330,18,4,0,71.06,56.93,0.0,0.00,SCT,BKN,BKN
7,1200,56,1,0.16049382716049382,55.94,80.40,12.5,0.00,OVC,M,M
7,2230,0,3,0.2702702702702703,48.02,96.02,9.1,0.00,OVC,M,M
6,2300,0,0,0,66.02,93.33,5.7,0.00,OVC,M,M
3,1230,23,4,0,82.04,36.77,3.4,0.00,SCT,SCT,BKN
2,1230,27,0,0,69.08,54.45,11.4,0.00,SCT,M,M
4,2300,4,1,0.20987654320987653,64.94,84.26,10.3,0.00,OVC,M,M
3,2030,119,3,0.3972602739726027,44.06,85.25,11.4,0.01,OVC,M,M
3,1800,92,1,0.8888888888888888,33.08,71.82,14.8,0.00,BKN,M,M
2,1630,60,2,0.6756756756756757,39.92,50.46,11.4,0.00,FEW,BKN,M
5,2330,0,0,0,26.96,71.69,10.3,0.00,CLR,M,M
7,1200,23,4,0,78.98,71.72,8.0,0.00,SCT,BKN,OVC
6,1730,13,4,0,75.02,36.90,12.5,0.00,FEW,FEW,SCT
3,1900,105,1,0.5432098765432098,64.04,77.92,10.3,0.00,BKN,M,M
5,1100,52,2,0.7162162162162162,32.00,51.15,10.3,0.00,OVC,M,M
1,1500,0,0,0,48.02,79.79,12.5,0.00,SCT,BKN,OVC
7,1200,25,1,0.8518518518518519,39.92,73.08,10.3,0.00,FEW,FEW,BKN
3,930,46,2,0.5,12.92,60.84,10.3,0.00,BKN,M,M
4,800,33,3,0.410958904109589,44.06,85.25,11.4,0.00,OVC,M,M
4,2230,17,1,0.5555555555555556,66.02,81.15,25.1,0.00,OVC,M,M
4,2200,0,4,0,57.92,69.52,4.6,0.00,OVC,M,M
7,1730,0,0,0,71.96,51.36,14.8,0.00,SCT,M,M
4,1230,40,2,0.7972972972972973,32.00,88.32,10.3,0.00,OVC,M,M
1,630,13,4,0,73.04,90.14,9.1,0.00,FEW,FEW,BKN
2,1400,22,0,0,73.04,96.42,17.1,0.02,FEW,BKN,OVC
6,1830,78,1,0.9259259259259259,33.98,92.36,8.0,0.00,OVC,M,M
4,2000,126,3,0.4189189189189189,44.06,70.42,5.7,0.00,FEW,M,M
6,2300,0,2,0.918918918918919,48.02,76.53,6.8,0.00,BKN,OVC,M
7,1300,43,3,0.3561643835616438,73.04,49.52,11.4,0.00,FEW,FEW,BKN
1,2200,0,3,0.6621621621621622,50.00,60.89,17.1,0.00,BKN,M,M
1,1030,62,1,0.345679012345679,59.00,33.10,19.4,0.00,FEW,M,M
7,930,9,0,0,69.08,83.98,6.8,0.00,FEW,OVC,M
2,2330,0,0,0,42.08,78.74,13.7,0.00,OVC,M,M
1,1730,0,0,0,69.98,42.29,20.5,0.00,OVC,M,M
6,1100,31,0,0,62.06,49.55,13.7,0.00,FEW,BKN,BKN
3,600,6,1,0.8024691358024691,35.06,78.13,10.3,0.00,FEW,M,M
2,2330,0,0,0,62.06,72.33,0.0,0.00,FEW,BKN,M
5,1200,75,2,0.527027027027027,21.92,52.01,21.7,0.00,BKN,M,M
4,730,39,1,0.6419753086419753,42.98,85.79,29.6,0.00,OVC,M,M
3,2300,0,4,0,66.92,81.22,5.7,0.00,FEW,OVC,M
2,900,12,4,0,75.02,41.38,11.4,0.00,FEW,M,M
4,2330,0,1,0.12345679012345678,53.06,63.47,22.8,0.00,BKN,M,M
7,1730,18,4,0,80.96,49.09,8.0,0.00,FEW,M,M
2,2030,24,4,0,60.08,83.41,6.8,0.00,FEW,SCT,BKN
4,1800,111,2,0.4189189189189189,28.04,68.57,6.8,0.00,SCT,BKN,M
7,1430,53,3,0.4594594594594595,73.04,44.23,4.6,0.00,FEW,BKN,OVC
3,2000,0,0,0,62.96,70.07,4.6,0.00,BKN,M,M
4,600,8,4,0,64.04,77.92,0.0,0.00,FEW,BKN,OVC
6,2300,0,3,0.0547945205479452,28.04,55.12,4.6,0.00,CLR,M,M
1,1700,134,1,0.7777777777777778,33.08,77.96,3.4,0.00,CLR,M,M
7,600,0,0,0,37.04,88.57,6.8,0.00,FEW,FEW,M
3,1100,52,1,0.1111111111111111,60.08,51.34,17.1,0.00,BKN,M,M
4,1500,80,3,0.22972972972972974,64.04,44.64,6.8,0.00,BKN,BKN,M
7,1100,43,1,0.6790123456790124,60.98,39.15,10.3,0.00,SCT,M,M
4,1830,71,2,0.8918918918918919,42.98,79.38,8.0,0.00,OVC,M,M
2,830,17,0,0,39.02,79.05,8.0,0.00,OVC,M,M
4,1830,0,3,0.13513513513513514,68.00,81.29,11.4,0.02,SCT,BKN,OVC
6,1530,0,4,0,80.96,38.08,0.0,0.00,FEW,M,M
3,900,37,2,0.3108108108108108,26.96,60.41,12.5,0.00,OVC,M,M
1,1100,53,2,0.9459459459459459,51.08,79.48,3.4,0.00,OVC,M,M
6,630,0,1,0.8395061728395061,32.00,85.12,6.8,0.00,FEW,FEW,OVC
7,1930,0,0,0,26.96,68.44,12.5,0.00,SCT,OVC,M
7,1730,59,3,0.9324324324324325,78.98,76.74,10.3,0.00,FEW,SCT,BKN
2,1130,67,3,0.0,53.06,41.05,4.6,0.00,FEW,M,M
7,1600,86,1,0.24691358024691357,77.00,41.69,18.2,0.00,FEW,M,M
3,700,41,3,0.21621621621621623,51.08,33.04,10.3,0.00,FEW,SCT,M
3,1230,43,3,0.972972972972973,87.98,49.79,12.5,0.00,FEW,BKN,M
6,1800,67,3,0.16216216216216217,60.08,29.38,5.7,0.00,CLR,M,M
3,730,36,1,0.4567901234567901,53.96,100.00,12.5,0.00,OVC,M,M
1,1400,78,1,0.345679012345679,69.98,27.62,19.4,0.00,FEW,BKN,M
3,630,11,1,0.9753086419753086,41.00,95.90,6.8,0.00,FEW,FEW,M
5,1600,0,3,0.8108108108108109,77.00,68.90,10.3,0.01,SCT,BKN,BKN
1,1400,0,0,0,48.02,37.03,9.1,0.00,SCT,SCT,M
6,600,0,1,0.9259259259259259,30.02,100.00,6.8,0.00,OVC,M,M
5,1630,54,4,0,75.02,46.34,8.0,0.00,FEW,FEW,BKN
4,1630,64,4,0,69.08,89.98,9.1,0.00,BKN,OVC,M
5,1830,0,1,0.8271604938271605,35.06,81.65,13.7,0.00,OVC,M,M
5,830,22,2,0.527027027027027,19.04,67.46,14.8,0.00,FEW,BKN,OVC
5,600,2,4,0,59.00,83.34,3.4,0.00,BKN,M,M
7,1430,60,0,0,71.96,40.90,4.6,0.00,FEW,FEW,SCT
1,900,18,4,0,75.02,53.52,12.5,0.00,FEW,FEW,M
3,900,10,4,0,66.92,67.79,9.1,0.00,BKN,M,M
5,1100,0,0,0,42.08,64.35,9.1,0.00,FEW,BKN,M
5,2300,0,1,0.654320987654321,32.00,75.00,4.6,0.00,CLR,M,M
5,700,21,2,0.6216216216216216,48.92,63.39,26.2,0.00,SCT,SCT,M
1,1730,0,3,0.6621621621621622,66.02,43.13,19.4,0.00,CLR,M,M
1,1830,101,1,0.7777777777777778,32.00,78.45,6.8,0.00,CLR,M,M
2,1900,97,4,0,60.98,57.84,12.5,0.00,FEW,FEW,M
4,1430,85,1,0.6419753086419753,44.96,76.25,25.1,0.00,OVC,M,M
6,2100,3,2,0.5405405405405406,10.94,50.19,5.7,0.00,SCT,BKN,M
4,1030,75,3,0.2191780821917808,53.06,36.22,6.8,0.00,FEW,M,M
1,630,22,3,0.1780821917808219,44.96,82.38,6.8,0.00,BKN,M,M
4,2300,0,1,0.037037037037037035,62.06,93.22,5.7,0.00,BKN,BKN,M
3,2330,0,1,0.8024691358024691,51.08,68.28,17.1,0.00,OVC,M,M
6,1130,82,3,0.1506849315068493,33.08,41.17,9.1,0.00,FEW,FEW,M
4,900,13,3,0.9864864864864865,69.08,65.44,6.8,0.00,FEW,BKN,OVC
7,1900,0,0,0,42.98,85.79,9.1,0.01,FEW,BKN,OVC
4,730,36,1,0.4691358024691358,37.04,78.31,18.2,0.00,OVC,M,M
4,2200,0,3,0.13513513513513514,60.08,74.56,28.5,0.00,SCT,BKN,M
6,1130,135,1,0.06172839506172839,73.04,57.20,9.1,0.00,FEW,BKN,M
3,1830,143,1,0.024691358024691357,69.08,54.45,8.0,0.00,BKN,M,M
1,1330,57,1,0.43209876543209874,60.08,42.19,10.3,0.00,BKN,M,M
2,1430,86,2,0.8648648648648649,68.00,56.51,18.2,0.00,OVC,M,M
3,1500,69,3,0.3108108108108108,42.98,44.83,19.4,0.00,BKN,OVC,M
2,2330,0,3,0.8648648648648649,53.06,73.89,8.0,0.00,SCT,M,M
7,2100,41,3,0.9324324324324325,73.04,84.22,9.1,0.00,FEW,FEW,BKN
5,1830,96,3,0.05405405405405406,35.96,75.39,11.4,0.00,FEW,SCT,BKN
1,2300,4,2,0.3783783783783784,30.92,92.26,3.4,0.00,BKN,OVC,M
2,1930,92,1,0.4444444444444444,51.98,86.30,22.8,0.00,OVC,M,M
1,2000,122,1,0.691358024691358,48.02,89.08,12.5,0.00,OVC,M,M
7,830,23,0,0,78.98,76.74,5.7,0.00,FEW,FEW,M
6,2230,0,3,0.16216216216216217,51.98,40.88,9.1,0.00,CLR,M,M
7,1600,78,1,0.8518518518518519,37.04,81.80,8.0,0.00,FEW,SCT,BKN
4,900,43,2,0.7027027027027027,33.08,63.17,19.4,0.00,FEW,OVC,M
3,1830,103,3,0.12162162162162163,39.92,92.56,12.5,0.00,OVC,M,M
7,1130,38,1,0.9382716049382716,44.96,65.18,5.7,0.00,FEW,FEW,M
3,1300,22,4,0,87.08,27.93,13.7,0.00,FEW,FEW,BKN
1,1900,51,0,0,71.06,93.47,6.8,0.01,FEW,BKN,M
5,1630,165,0,0,73.04,90.14,0.0,0.00,SCT,BKN,OVC
2,1500,23,4,0,71.96,76.13,14.8,0.00,SCT,BKN,BKN
6,1600,108,1,0.4074074074074074,57.02,80.49,18.2,0.00,OVC,M,M
7,2000,0,3,0.5540540540540541,46.94,100.00,8.0,0.00,OVC,M,M
5,1800,58,1,0.7407407407407407,35.96,66.97,0.0,0.00,OVC,M,M
2,1500,54,1,0.7901234567901234,39.02,72.46,11.4,0.00,FEW,FEW,M
5,1900,0,0,0,28.94,74.70,10.3,0.00,SCT,BKN,M
4,2200,0,4,0,75.92,68.78,8.0,0.00,BKN,BKN,M
1,2330,0,2,0.28378378378378377,37.04,92.46,17.1,0.11,BKN,OVC,M
1,1930,0,0,0,78.08,71.19,3.4,0.00,FEW,M,M
1,1730,130,1,0.9506172839506173,37.94,89.25,10.3,0.00,OVC,M,M
5,730,37,2,0.7162162162162162,30.02,50.84,9.1,0.00,FEW,FEW,BKN
3,1030,86,2,0.02702702702702703,32.00,63.51,12.5,0.00,FEW,BKN,M
1,1100,60,3,0.3783783783783784,53.06,48.16,14.8,0.00,FEW,FEW,M
7,1630,80,3,0.08108108108108109,64.94,16.97,9.1,0.00,FEW,M,M
2,600,8,0,0,37.04,95.82,10.3,0.00,OVC,M,M
6,800,3,1,0.8395061728395061,33.98,78.62,8.0,0.00,FEW,BKN,OVC
1,830,12,4,0,69.08,89.98,5.7,0.01,FEW,SCT,BKN
6,1600,114,0,0,69.98,39.22,14.8,0.00,SCT,M,M
4,600,12,3,0.32432432432432434,33.98,60.93,9.1,0.00,FEW,M,M
2,2100,156,3,0.20270270270270271,55.04,21.17,5.7,0.00,FEW,BKN,M
6,2300,0,2,0.8243243243243243,33.98,72.45,0.0,0.00,OVC,M,M
5,1000,19,0,0,64.04,77.92,16.0,0.00,BKN,BKN,BKN
7,1030,55,2,0.36486486486486486,48.02,89.08,11.4,0.00,OVC,M,M
7,830,0,0,0,33.98,69.28,10.3,0.00,FEW,FEW,M
1,630,30,1,0.0,51.98,82.87,4.6,0.00,FEW,M,M
7,1330,23,0,0,89.96,45.34,12.5,0.00,FEW,SCT,M
4,1630,99,2,0.6081081081081081,39.02,69.86,18.2,0.00,BKN,BKN,OVC
1,800,18,4,0,66.02,89.86,0.0,0.06,FEW,FEW,OVC
2,2230,0,4,0,55.94,69.30,5.7,0.00,BKN,M,M
3,2030,122,2,0.5945945945945946,24.98,71.47,3.4,0.00,FEW,M,M
7,1230,26,0,0,62.06,47.86,9.1,0.00,FEW,BKN,BKN
7,1430,48,1,0.07407407407407407,71.96,71.01,9.1,0.00,FEW,BKN,M
1,1430,101,3,0.0821917808219178,33.08,69.17,14.8,0.00,SCT,OVC,M
1,1600,102,1,0.43209876543209874,57.02,52.70,10.3,0.00,OVC,M,M
6,2330,0,4,0,75.02,70.88,9.1,0.00,CLR,M,M
3,2300,0,0,0,35.06,66.36,22.8,0.00,OVC,M,M
3,1800,0,0,0,68.00,60.77,14.8,0.00,FEW,BKN,OVC
7,2330,0,1,0.41975308641975306,46.04,76.35,0.0,0.00,CLR,M,M
6,2100,7,2,0.6351351351351351,42.08,70.20,8.0,0.00,BKN,OVC,M
2,1530,103,3,0.2876712328767123,51.98,68.86,16.0,0.00,SCT,BKN,BKN
6,730,0,0,0,53.06,73.89,14.8,0.00,FEW,BKN,BKN
2,630,35,3,0.3918918918918919,39.02,81.95,0.0,0.00,FEW,M,M
5,800,29,2,0.9054054054054054,42.98,73.39,8.0,0.00,FEW,SCT,M
1,2200,56,3,0.273972602739726,59.00,51.18,4.6,0.00,OVC,M,M
6,730,0,0,0,19.94,84.33,4.6,0.00,FEW,M,M
5,1030,16,4,0,77.00,53.80,8.0,0.00,FEW,FEW,SCT
5,1700,149,3,0.24324324324324326,75.92,34.61,12.5,0.00,BKN,BKN,M
7,1600,35,0,0,91.04,40.90,14.8,0.00,FEW,M,M
5,1830,91,3,0.0410958904109589,42.08,82.17,8.0,0.00,BKN,BKN,M
3,600,4,3,0.12162162162162163,42.08,95.92,9.1,0.00,OVC,M,M
2,1800,91,4,0,80.06,37.69,12.5,0.00,SCT,SCT,M
7,700,0,2,0.2702702702702703,24.08,74.20,13.7,0.00,OVC,M,M
5,600,6,4,0,69.08,80.86,0.0,0.00,FEW,M,M
3,1130,66,3,0.7837837837837838,71.06,65.67,14.8,0.00,FEW,SCT,BKN
6,1230,47,0,0,66.02,54.01,16.0,0.00,BKN,M,M
6,2300,0,3,0.44594594594594594,57.92,51.02,6.8,0.00,FEW,BKN,M
4,1500,50,1,0.20987654320987653,75.02,51.47,10.3,0.00,FEW,BKN,BKN
5,1730,120,1,0.3950617283950617,60.08,64.35,14.8,0.03,OVC,M,M
5,1500,38,0,0,42.98,64.93,11.4,0.00,FEW,BKN,BKN
2,630,0,2,0.7702702702702703,30.02,88.22,17.1,0.00,OVC,M,M
5,2130,0,0,0,71.96,84.16,4.6,0.00,FEW,FEW,M
5,1330,26,4,0,86.00,31.10,17.1,0.00,FEW,SCT,M
4,1200,49,3,0.7972972972972973,80.96,42.30,10.3,0.00,FEW,BKN,M
6,1500,0,0,0,69.98,87.26,5.7,0.00,FEW,BKN,OVC
1,900,15,4,0,78.08,73.88,9.1,0.00,SCT,SCT,M
2,800,26,4,0,73.04,55.01,3.4,0.00,BKN,M,M
4,1400,20,4,0,66.92,61.03,13.7,0.00,FEW,FEW,BKN
3,1000,62,1,0.8888888888888888,33.08,88.37,8.0,0.00,SCT,BKN,OVC
2,930,129,3,0.6756756756756757,48.02,65.56,14.8,0.00,OVC,M,M
4,1300,47,2,0.6081081081081081,41.00,64.68,18.2,0.00,SCT,OVC,M
3,2200,70,3,0.3108108108108108,37.94,57.04,5.7,0.00,FEW,M,M
3,1000,81,3,0.3013698630136986,64.94,43.26,9.1,0.00,FEW,SCT,OVC
2,2100,0,2,0.7702702702702703,19.04,70.22,11.4,0.00,FEW,M,M
7,2000,0,1,0.8518518518518519,39.92,69.96,6.8,0.00,BKN,M,M
2,1930,101,2,0.013513513513513514,28.04,77.50,12.5,0.00,FEW,SCT,M
4,1600,75,3,0.410958904109589,46.04,79.07,11.4,0.00,OVC,M,M
1,1330,14,4,0,75.02,64.07,9.1,0.00,SCT,BKN,BKN
7,2330,0,1,0.07407407407407407,66.02,89.86,4.6,0.00,BKN,M,M
2,1530,30,4,0,66.02,50.14,17.1,0.00,FEW,SCT,M
2,2200,0,0,0,69.08,89.98,5.7,0.00,OVC,M,M
3,1430,87,2,0.21621621621621623,21.02,70.46,5.7,0.00,BKN,BKN,M
3,600,9,3,0.5,48.92,96.69,4.6,0.00,VV ,M,M
6,1900,0,3,0.44594594594594594,71.06,26.62,5.7,0.00,FEW,BKN,M
6,830,47,2,0.16216216216216217,26.96,74.50,12.5,0.00,FEW,FEW,M
3,630,73,0,0,71.06,86.77,11.4,0.00,SCT,BKN,BKN
7,1300,18,3,0.5540540540540541,50.00,92.87,12.5,0.00,OVC,M,M
5,730,20,4,0,75.92,84.92,10.3,0.00,FEW,FEW,M
2,2000,0,1,0.9629629629629629,44.06,88.90,8.0,0.00,FEW,BKN,M
3,630,16,3,0.2054794520547945,37.94,67.21,4.6,0.00,FEW,SCT,BKN
4,1000,49,2,0.4189189189189189,24.98,59.65,9.1,0.00,FEW,FEW,M
4,1400,17,4,0,73.04,65.90,18.2,0.00,FEW,BKN,OVC
6,1030,61,1,0.7530864197530864,32.00,100.00,6.8,0.08,OVC,M,M
4,2230,19,1,0.2962962962962963,48.92,49.64,8.0,0.00,CLR,M,M
5,1130,47,0,0,44.06,57.50,4.6,0.00,SCT,SCT,M
5,1130,68,3,0.9054054054054054,62.06,74.75,19.4,0.00,OVC,M,M
4,1400,92,1,0.7283950617283951,42.08,37.46,30.8,0.00,SCT,M,M
3,1000,47,3,0.1095890410958904,46.94,86.02,12.5,0.04,OVC,M,M
2,1500,27,4,0,89.96,48.55,6.8,0.00,FEW,SCT,BKN
7,1930,82,2,0.2702702702702703,30.02,78.27,4.6,0.00,OVC,M,M
5,2000,20,4,0,78.08,59.74,10.3,0.00,FEW,FEW,M
7,2130,0,3,0.7432432432432432,64.04,89.78,6.8,0.00,SCT,BKN,BKN
5,1200,115,0,0,73.94,87.45,4.6,0.00,OVC,M,M
6,2230,0,2,0.8243243243243243,35.06,69.40,3.4,0.00,OVC,M,M
5,1630,127,1,0.2222222222222222,59.00,62.07,11.4,0.00,BKN,M,M
1,1000,51,3,0.28378378378378377,46.04,79.07,21.7,0.00,BKN,OVC,M
6,2030,0,0,0,77.00,73.78,8.0,0.00,SCT,SCT,BKN
1,900,33,1,0.7777777777777778,30.92,78.35,9.1,0.00,SCT,M,M
4,830,37,1,0.6419753086419753,42.98,88.85,27.4,0.00,OVC,M,M
4,700,41,3,0.22972972972972974,44.96,89.56,10.3,0.00,BKN,OVC,M
1,1230,71,1,0.1728395061728395,59.00,86.69,6.8,0.00,OVC,M,M
6,830,10,4,0,73.94,76.31,0.0,0.00,FEW,FEW,BKN
4,2130,0,0,0,30.92,78.35,22.8,0.00,OVC,M,M
7,2130,0,3,0.8378378378378378,48.92,65.67,8.0,0.00,BKN,M,M
2,900,84,1,0.012345679012345678,68.00,56.51,4.6,0.00,FEW,FEW,M
3,1700,192,2,0.3108108108108108,33.08,66.11,18.2,0.00,BKN,OVC,M
7,830,12,1,0.8518518518518519,30.02,68.81,5.7,0.00,FEW,SCT,M
1,2200,0,0,0,39.02,66.85,6.8,0.00,BKN,OVC,M
6,1130,23,3,0.8243243243243243,51.98,96.73,14.8,0.03,OVC,M,M
3,930,46,3,0.3108108108108108,37.94,50.14,16.0,0.00,OVC,M,M
2,2100,0,3,0.581081081081081,50.00,53.92,10.3,0.00,BKN,M,M
3,1500,79,3,0.21621621621621623,62.96,28.77,17.1,0.00,SCT,BKN,M
4,900,17,0,0,73.94,87.45,9.1,0.00,FEW,SCT,SCT
4,600,57,3,0.7027027027027027,46.04,73.18,10.3,0.00,BKN,M,M
3,1800,83,4,0,78.08,41.86,6.8,0.00,SCT,BKN,OVC
2,1200,47,3,0.9594594594594594,80.06,43.56,11.4,0.00,SCT,BKN,M
1,600,13,1,0.345679012345679,51.08,38.96,22.8,0.00,FEW,M,M
3,1230,53,3,0.5945945945945946,50.00,58.34,12.5,0.00,FEW,FEW,M
4,2130,72,3,0.410958904109589,42.98,88.85,10.3,0.00,OVC,M,M
1,2030,21,4,0,68.00,89.94,3.4,0.00,FEW,SCT,M
2,1530,82,2,0.20270270270270271,17.06,46.30,0.0,0.00,BKN,M,M
4,2100,108,1,0.5555555555555556,64.94,84.26,27.4,0.00,BKN,OVC,M
6,930,41,4,0,82.04,79.35,3.4,0.00,OVC,M,M
2,2230,13,2,0.20270270270270271,15.98,58.32,9.1,0.00,OVC,M,M
7,1100,67,2,0.17567567567567569,3.02,56.30,17.1,0.00,SCT,M,M
6,1330,129,1,0.06172839506172839,73.94,57.32,11.4,0.00,FEW,SCT,M
1,1700,102,4,0,78.98,34.86,13.7,0.00,FEW,M,M
7,1130,44,0,0,68.00,40.28,10.3,0.00,SCT,M,M
3,2330,0,0,0,68.00,89.94,5.7,0.00,OVC,M,M
6,1930,50,1,0.7530864197530864,24.08,74.20,9.1,0.00,FEW,FEW,M
1,930,40,2,0.8513513513513513,57.02,57.29,18.2,0.00,FEW,FEW,BKN
1,1400,0,0,0,84.02,56.51,4.6,0.00,SCT,M,M
4,1430,46,3,0.8918918918918919,78.98,56.18,8.0,0.00,SCT,SCT,BKN
3,1600,159,3,0.02702702702702703,71.96,25.82,18.2,0.00,SCT,BKN,M
1,1530,89,2,0.5675675675675675,26.96,84.80,6.8,0.00,OVC,M,M
1,800,49,1,0.1728395061728395,55.94,93.05,8.0,0.00,OVC,M,M
5,2100,25,1,0.2222222222222222,48.92,83.23,3.4,0.00,FEW,SCT,M
4,2200,48,3,0.5135135135135135,68.00,72.92,8.0,0.04,BKN,BKN,OVC
5,800,21,4,0,78.08,57.87,4.6,0.00,BKN,M,M
4,1200,83,3,0.0273972602739726,64.94,72.62,17.1,0.00,BKN,OVC,M
4,1100,83,1,0.12345679012345678,57.02,57.29,23.9,0.00,BKN,M,M
3,2300,0,3,0.7837837837837838,60.98,80.78,5.7,0.00,CLR,M,M
6,1330,13,0,0,84.92,56.98,12.5,0.00,FEW,BKN,BKN
7,630,48,3,0.6486486486486487,68.00,89.94,9.1,0.00,OVC,M,M
5,800,24,0,0,42.98,67.81,6.8,0.00,FEW,BKN,M
2,1530,0,4,0,78.08,49.94,14.8,0.00,FEW,SCT,M
7,1300,43,3,0.4594594594594595,71.96,44.06,8.0,0.00,SCT,BKN,BKN
7,800,51,3,0.8378378378378378,46.04,82.45,18.2,0.00,OVC,M,M
5,1830,39,0,0,60.08,72.13,10.3,0.00,FEW,BKN,M
2,2030,143,1,0.7037037037037037,59.00,77.49,19.4,0.00,SCT,OVC,M
3,600,4,3,0.8783783783783784,57.02,80.49,8.0,0.00,BKN,M,M
6,800,5,4,0,78.98,73.97,9.1,0.00,SCT,SCT,BKN
3,1230,51,1,0.1111111111111111,60.08,49.25,18.2,0.00,SCT,M,M
7,830,20,1,0.16049382716049382,51.98,86.30,9.1,0.00,OVC,M,M
7,1500,36,4,0,82.04,45.60,9.1,0.00,FEW,M,M
7,1100,58,1,0.3333333333333333,55.04,35.22,4.6,0.00,CLR,M,M
2,1300,9,0,0,41.00,73.19,6.8,0.00,OVC,M,M
2,2100,140,1,0.5308641975308642,53.96,100.00,5.7,0.00,CLR,M,M
1,730,15,4,0,69.98,75.96,3.4,0.00,SCT,BKN,M
3,1100,64,1,0.4567901234567901,53.96,92.99,14.8,0.07,BKN,OVC,M
1,1200,0,2,0.7567567567567568,51.08,49.97,19.4,0.00,FEW,SCT,BKN
4,1800,61,1,0.9012345679012346,33.98,88.42,12.5,0.00,OVC,M,M
3,2100,2,4,0,75.02,53.52,9.1,0.00,FEW,M,M
2,1400,0,0,0,37.04,85.43,6.8,0.00,OVC,M,M
3,1100,68,3,0.3972602739726027,46.04,76.35,16.0,0.00,OVC,M,M
6,630,0,2,0.6351351351351351,46.94,45.48,18.2,0.00,FEW,M,M
7,2130,31,1,0.6790123456790124,55.04,43.21,13.7,0.00,BKN,M,M
1,600,17,3,0.28378378378378377,51.08,96.07,16.0,0.00,OVC,M,M
3,1800,89,4,0,59.00,72.01,11.4,0.00,SCT,BKN,OVC
7,2100,41,2,0.9324324324324325,42.98,100.00,5.7,0.00,BKN,OVC,M
2,1700,99,0,0,78.98,36.29,12.5,0.00,FEW,M,M
5,1630,188,1,0.04938271604938271,69.98,70.81,11.4,0.00,FEW,BKN,M
1,1530,63,1,0.25925925925925924,75.02,27.23,16.0,0.00,FEW,FEW,M
4,1030,63,3,0.22972972972972974,48.92,68.51,3.4,0.00,BKN,OVC,M
1,1330,20,4,0,80.06,32.53,12.5,0.00,FEW,M,M
7,2130,0,4,0,68.00,75.78,5.7,0.00,FEW,SCT,OVC
3,1900,57,0,0,69.08,83.98,4.6,0.00,SCT,BKN,M
3,700,105,3,0.5945945945945946,46.04,62.56,11.4,0.00,FEW,M,M
4,1230,66,3,0.410958904109589,46.04,85.97,9.1,0.00,OVC,M,M
2,2130,84,1,0.2716049382716049,53.06,71.40,11.4,0.00,FEW,FEW,M
2,630,18,2,0.8648648648648649,59.00,74.96,12.5,0.00,FEW,SCT,BKN
7,1030,16,0,0,69.98,81.44,4.6,0.00,FEW,OVC,M
3,2030,158,3,0.02702702702702703,64.04,36.68,19.4,0.00,SCT,M,M
1,1100,52,2,0.5675675675675675,24.08,95.57,4.6,0.00,OVC,M,M
3,2200,65,2,0.40540540540540543,28.04,77.50,11.4,0.00,OVC,M,M
6,2130,0,0,0,46.94,100.00,5.7,0.00,OVC,M,M
4,2100,1,4,0,62.96,90.31,9.1,0.00,BKN,OVC,M
7,2200,1,1,0.3333333333333333,42.98,55.27,8.0,0.00,CLR,M,M
7,1430,0,0,0,35.96,81.72,20.5,0.00,BKN,BKN,OVC
1,830,53,3,0.47297297297297297,64.04,74.94,8.0,0.00,FEW,SCT,BKN
6,900,54,1,0.6666666666666666,44.06,53.03,11.4,0.00,BKN,M,M
